TachographVehicleSpeed	AcceleratorPedalAPPosition1	BrakePedalPosition	CurrentGear	EngineSpeed	ActualEnginePercentTorque[percent]	EngineFuelRate	EngineCoolantTemperature	EngineOilTemperature[Celsius]	AmbientAirTemp[C]	HRVD_I_TotalVehiclDistancHighRes[m]	GPS_Altitude[m]	GPS_Latitude[deg_per_bit]	GPS_Longitude[deg_per_bit]	D_AxleWeight[kg]	
14,3984375	66,4	0	1	1379,625	41	23	94	99,5625	24,90625	139906405	938,125	-25,3769553	-49,2252156	6060	
15,19921875	70	0	1	1381,5	47	24,95	94	99,5625	24,90625	139906405	938,5	-25,3769557	-49,2251767	5791	
16,09765625	73,2	0	1	1460,5	50	29,25	94	99,5625	25	139906415	938,25	-25,3769642	-49,2251298	5218	
17,09765625	62,4	0	1	1399,375	32	19,35	94	99,5625	25	139906415	938,125	-25,3769726	-49,2250846	8122	
17,19921875	57,2	0	1	1288,25	27	15,05	93	99,5625	25	139906425	938	-25,3769803	-49,2250421	6075	
17,3984375	53,6	102	1	1264,75	26	14,25	93	99,5625	25	139906425	937,75	-25,3769803	-49,2250421	5855	
17,296875	48,4	0	1	1210,75	21	10,6	93	99,5625	25	139906425	937	-25,3770014	-49,2249575	5588	
16,796875	42	0	1	1045,625	18	5,15	93	99,84375	25	139906440	937,25	-25,3770014	-49,2249575	7809	
16,296875	38,8	102	1	1101,25	20	10,45	93	99,84375	25	139906440	938	-25,3770083	-49,2249126	6053	
15,796875	45,6	102	1	1093,75	23	9,6	93	99,84375	25	139906450	938	-25,3770083	-49,2249126	5924	
15,5	50,4	102	1	1064	24	11,65	93	99,84375	25	139906450	937,625	-25,3770118	-49,2248664	5460	
15,296875	47,6	102	1	1146	23	10,15	93	99,84375	25	139906455	937,625	-25,3770118	-49,2248664	7898	
15,19921875	45,6	0	1	1114,75	21	9,1	93	99,84375	25	139906455	938,375	-25,3770084	-49,2244275	6087	
15,09765625	45,6	0	1	1040	21	9,2	93	99,84375	25	139906470	938,375	-25,3770084	-49,2244275	5746	
15,19921875	44	0	1	1046,125	20	8,6	93	99,5625	25	139906470	938,375	-25,3770084	-49,2244275	5588	
15,19921875	37,2	102	1	995,625	15	5,9	93	99,5625	25	139906470	938,5	-25,3770084	-49,2244275	7686	
14,8984375	32,8	0	1	864,375	14	4,85	92	99,5625	25	139906475	935,875	-25,3770084	-49,2244275	6005	
14,69921875	28,8	0	1	810,125	12	3,85	92	99,5625	25	139906475	935,375	-25,3770084	-49,2244275	5770	
14,3984375	32,8	0	1	803,375	15	5,1	92	99,5625	25	139906475	933,75	-25,3770084	-49,2244275	5511	
14,19921875	32	0	1	799,875	15	4,85	92	99,5625	25	139906490	932,625	-25,3770084	-49,2244275	7697	
14	31,6	0	1	788	15	4,75	92	99,5625	25	139906490	928,25	-25,3770084	-49,2244275	6087	
13,796875	31,6	102	1	766,75	16	4,8	92	99,5625	25	139906495	925,625	-25,3770151	-49,2243999	5858	
13,3984375	32	102	1	791,875	15	4,85	92	99,5625	25	139906495	922,25	-25,3770266	-49,2243767	5524	
13,296875	31,2	102	1	767,875	15	4,65	92	99,5625	25	139906505	920,625	-25,3770408	-49,2243523	7675	
13	0	102	1	626,375	7	1,65	92	99,71875	25	139906505	919,5	-25,3770536	-49,224324	6096	
12,5	0	0	1	596,25	10	2,4	92	99,71875	25	139906515	918,375	-25,3770689	-49,2242942	5856	
11,8984375	0	0	1	600,5	10	2,3	92	99,71875	25	139906515	918	-25,3770844	-49,2242604	5575	
11,3984375	0	0	1	596	11	2,55	92	99,71875	25	139906515	918	-25,377094	-49,2242271	7608	
11,09765625	0	0	1	596,375	12	2,85	92	99,71875	25	139906520	918,625	-25,3770975	-49,2241952	6085	
10,8984375	0	5,6	1	598,875	13	2,95	92	99,71875	25	139906520	918,625	-25,3770961	-49,2241612	5790	
10,59765625	0	102	1	604,5	12	2,95	92	99,84375	25,09375	139906525	918,25	-25,3770938	-49,2241285	5575	
9,8984375	0	21,2	1	601,625	11	2,45	92	99,84375	25,09375	139906525	917,75	-25,3770933	-49,224095	7585	
7,8984375	0	30	1	597,125	12	2,7	92	99,84375	25,09375	139906535	917,625	-25,3770933	-49,2240733	6100	
5,59765625	0	27,6	1	602,25	11	2,65	92	99,84375	25,09375	139906535	918,125	-25,3770891	-49,2240428	5790	
3,8984375	0	25,2	1	600,75	11	2,65	92	99,84375	25,09375	139906540	916,5	-25,3770912	-49,2240211	5575	
2,3984375	0	102	1	601,125	11	2,65	92	99,28125	25,09375	139906540	915,5	-25,3770921	-49,2239813	7585	
0,69921875	0	102	1	598,875	11	2,6	92	99,28125	25,09375	139906540	915,5	-25,3770921	-49,2239813	6100	
0,296875	0	40	1	598,375	12	2,65	92	99,28125	25,09375	139906545	915	-25,3770921	-49,2239813	5792	
0	0	102	1	599,25	12	2,75	92	99,28125	25,09375	139906545	915	-25,3770921	-49,2239813	5639	
0	0	102	1	599,625	12	2,7	92	99,28125	25,09375	139906545	915	-25,377021	-49,2239259	7529	
0	0	102	1	600,375	12	2,7	92	99,84375	25,09375	139906545	916,75	-25,377021	-49,2239259	6103	
0	0	102	1	601,125	11	2,7	92	99,84375	25,09375	139906545	917,125	-25,3770064	-49,2239159	5792	
0	0	102	1	600,75	11	2,65	92	99,84375	25,09375	139906545	917,5	-25,3769942	-49,223907	5664	
0	0	102	1	598,5	12	2,7	92	99,84375	25,09375	139906545	918,125	-25,3769829	-49,2238966	7529	
0	0	39,6	1	603	11	2,65	92	99,84375	25,09375	139906545	918,5	-25,3769725	-49,2238869	6103	
0	0	39,6	1	599,75	11	2,6	92	99,84375	25,09375	139906545	918,125	-25,3769637	-49,2238739	5792	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
