TachographVehicleSpeed	AcceleratorPedalAPPosition1	BrakePedalPosition	CurrentGear	EngineSpeed	ActualEnginePercentTorque[percent]	EngineFuelRate	EngineCoolantTemperature	EngineOilTemperature[Celsius]	AmbientAirTemp[C]	HRVD_I_TotalVehiclDistancHighRes[m]	GPS_Altitude[m]	GPS_Latitude[deg_per_bit]	GPS_Longitude[deg_per_bit]	D_AxleWeight[kg]	
17,8984375	0	4,4	2	904	0	0	91	98,75	25	139904285	931,5	-25,3914066	-49,2385502	6115	
17,69921875	0	4,4	2	893,5	0	0	91	98,75	25	139904295	931,25	-25,3913754	-49,2385162	5946	
17,296875	0	102	2	879,875	0	0	91	98,75	25	139904295	931,25	-25,3913754	-49,2385162	5626	
17,5	0	3,2	2	888,5	0	0	91	98,75	25	139904295	929,75	-25,3913398	-49,2384726	7764	
17,5	0	4	2	886,75	0	0	91	98,75	25	139904310	929	-25,3912904	-49,2384197	6115	
17,296875	0	102	2	876,25	0	0	91	98,75	25	139904310	929,5	-25,3912553	-49,2383864	5946	
16,796875	0	2	2	850,25	0	0	91	98,75	25	139904315	928,875	-25,3912553	-49,2383864	5626	
17	0	2,4	2	861,5	0	0	91	98,75	25	139904315	928,5	-25,3911874	-49,2383261	7764	
17,09765625	0	102	2	865,5	0	0	91	98,75	25	139904325	927,5	-25,3911874	-49,2383261	6115	
17,09765625	0	2	2	862,875	0	0	91	98,59375	25	139904325	927,125	-25,3911201	-49,2382701	5946	
17	0	4,8	2	857,875	0	0	91	98,59375	25	139904335	927,125	-25,3910855	-49,2382391	5626	
16,59765625	0	1,6	2	845,5	0	0	91	98,59375	25	139904335	927,125	-25,3910855	-49,2382391	7764	
16,59765625	0	1,2	2	842	0	0	91	98,59375	25	139904335	927,5	-25,3910509	-49,2382085	6115	
16,796875	0	0,8	2	847,875	0	0	91	98,59375	25	139904345	926,125	-25,3910154	-49,2381783	5946	
16,8984375	0	0,4	2	854,5	0	0	91	98,59375	25	139904345	926,125	-25,3909477	-49,238117	5626	
17	0	0,4	2	860,75	0	0	91	98,59375	25	139904360	926	-25,3909151	-49,2380865	7764	
17,09765625	0	102	2	868,25	0	0	91	98,75	25	139904360	925,875	-25,3909151	-49,2380865	6115	
17,296875	0	0	2	874,375	0	0	91	98,75	25	139904370	925,75	-25,3908465	-49,2380297	5946	
17,296875	0	0	2	878,5	0	0	91	98,75	25	139904370	925,75	-25,3908465	-49,2380297	5626	
17,5	0	0,4	2	884,375	0	0	91	98,75	25	139904375	925,5	-25,3907688	-49,2379766	7764	
17,59765625	0	1,6	2	890,75	0	0	91	98,75	25	139904375	925,5	-25,3907688	-49,2379766	6085	
16,8984375	0	2,4	2	853,125	0	0	91	98,75	25	139904375	925,5	-25,3907328	-49,23795	5486	
17	0	102	2	860,125	0	0	91	98,75	25	139904395	926,375	-25,3907328	-49,23795	5932	
17	0	102	2	860,625	0	0	91	98,59375	25	139904395	926,375	-25,3906963	-49,2379189	7318	
17	0	102	2	860,375	0	0	91	98,59375	25	139904400	924,625	-25,3906963	-49,2379189	6098	
16,8984375	0	2,8	2	857,125	0	0	91	98,59375	25	139904400	924	-25,3905927	-49,2378329	5817	
17	0	3,2	2	855,125	0	0	91	98,59375	25	139904410	924	-25,3904933	-49,237745	5932	
16,796875	0	102	2	851	0	0	91	98,59375	25	139904410	924	-25,3904933	-49,237745	7318	
16,8984375	0	102	2	857,125	0	0	91	98,46875	25	139904420	921,625	-25,3904622	-49,237745	6098	
16,69921875	0	102	2	844	0	0	91	98,46875	25	139904420	921,5	-25,3904622	-49,2377127	5817	
16,19921875	0	102	2	822,625	0	0	91	98,46875	25	139904420	920,75	-25,3903796	-49,2376172	5932	
15,69921875	0	10	2	795,875	0	0	91	98,46875	25	139904430	920,75	-25,3903796	-49,2376172	7318	
14,796875	0	14,8	2	747,125	0	0	91	98,46875	25	139904430	920	-25,3903796	-49,2376172	6098	
14,09765625	0	16,4	2	711,75	0	0	91	98,3125	25,09375	139904445	919,25	-25,3903219	-49,2375547	5817	
13,59765625	0	17,6	2	680,25	1	0	91	98,3125	25,09375	139904445	919,25	-25,3903219	-49,2375547	5932	
13,296875	0	0	2	625,875	4	0	91	98,3125	25,09375	139904455	918,25	-25,3903219	-49,2375547	7318	
13,69921875	38	0	1	698,125	24	6,25	91	98,3125	25,09375	139904455	917,75	-25,3902935	-49,2375266	6098	
15,09765625	75,2	0	1	1284	56	28,6	91	98,3125	25,09375	139904455	917,75	-25,3902662	-49,2374998	5817	
17,8984375	75,6	0	1	1506	51	32,65	91	98,3125	25,09375	139904455	917,5	-25,3902662	-49,2374998	5932	
20,69921875	98,4	0	2	1074,25	49	19,65	91	98,3125	25,09375	139904475	917,5	-25,3901622	-49,2374106	7318	
24,19921875	100	0	2	1228,875	79	38,5	91	98,46875	25,09375	139904475	919	-25,3901321	-49,2373866	6098	
27,19921875	96,4	0	2	1294,875	63	34,25	91	98,46875	25,09375	139904475	919	-25,3900852	-49,2373538	5817	
29,796875	99,6	0	3	1112,625	88	39,4	91	98,46875	25,09375	139904480	918,875	-25,3900852	-49,2373538	5932	
32,5	99,6	0	3	1213,5	95	46,15	91	98,3125	25,09375	139904480	919,375	-25,3899847	-49,2372606	7318	
35,09765625	100	0	3	1309	96	51,05	91	98,3125	25,3125	139904505	919,375	-25,3899847	-49,2372606	6118	
37,796875	100	0	3	1403,5	74	42,65	90	98,3125	25,3125	139904505	920,375	-25,3899297	-49,2372142	6013	
39,59765625	97,2	0	4	1084	83	36,3	91	98,3125	25,3125	139904525	920,625	-25,3898136	-49,2370967	5218	
41,59765625	99,2	0	4	1141,75	96	45,85	91	98,3125	25,3125	139904525	919,75	-25,3897382	-49,2370967	7797	
43,69921875	98	0	4	1195	96	48,5	91	98,3125	25,3125	139904545	919,75	-25,3897382	-49,2370261	6282	
45,69921875	97,2	0	4	1250,125	96	50,4	91	98,1875	25,3125	139904545	919,5	-25,389665	-49,2369596	5793	
47,69921875	91,2	0	4	1303,875	96	52,8	91	98,1875	25,3125	139904545	919,375	-25,389665	-49,2369596	5537	
49,59765625	84,4	0	4	1358,75	82	45,8	91	98,1875	25,3125	139904585	919,375	-25,3895666	-49,2369056	7720	
51	78,8	0	4	1402,875	65	38,15	91	98,1875	25,3125	139904585	919	-25,3895666	-49,2369056	6022	
51,8984375	32	0	4	1408,625	12	13,4	91	98,1875	25,09375	139904610	919	-25,389225	-49,2365861	5858	
51,59765625	36,4	0	4	1411,375	3	0,7	91	97,75	25,09375	139904610	919,5	-25,3891465	-49,2364919	5397	
51,59765625	51,2	0	4	1416,5	18	13	91	97,75	25,09375	139904655	919,5	-25,3891465	-49,2364919	7642	
51,19921875	54,8	0	4	1408,75	27	7,8	91	97,75	25,09375	139904655	919,5	-25,3889688	-49,2362917	6237	
51,796875	72	0	4	1406,875	18	15,7	91	97,75	25,09375	139904655	921,125	-25,3888803	-49,2361975	5726	
52,5	67,6	0	4	1430,75	72	29,55	92	97,75	25,09375	139904670	921,125	-25,3888803	-49,2361975	5240	
53,19921875	54,8	0	4	1450,75	28	24,8	92	97,625	25,09375	139904670	920,875	-25,3886763	-49,2360037	9128	
53	61,2	0	4	1450,375	23	17,25	92	97,625	25	139904700	920,5	-25,3885737	-49,2359188	9128	
53,296875	71,6	0	4	1455,875	47	27,8	92	97,625	25	139904700	921	-25,3884666	-49,235835	5354	
53,796875	71,2	0	4	1470	43	31,5	92	97,625	25	139904700	921,375	-25,3883569	-49,2357498	5397	
54,3984375	73,2	0	4	1487,875	54	38,05	92	97,625	25	139904745	921,5	-25,3883569	-49,2357498	8401	
54,296875	80	0	4	1480,5	39	26,1	92	97,625	25	139904745	921,75	-25,3881483	-49,2355663	6152	
54,69921875	60,4	0	4	1503,875	50	20,65	92	97,75	24,90625	139904775	922	-25,3881483	-49,2355663	6057	
54,09765625	74,8	0	4	1479,5	26	14,75	92	97,75	24,90625	139904775	923,125	-25,3879392	-49,2353778	5728	
53,69921875	74,8	0	4	1461,625	55	25,2	92	97,75	24,90625	139904790	923,125	-25,3879392	-49,2353778	8004	
53,8984375	63,6	0	4	1474,75	55	30,6	92	97,75	24,90625	139904790	923,125	-25,3877347	-49,2351856	6184	
53,796875	78	0	4	1474,625	56	30,75	92	97,75	24,90625	139904850	923,125	-25,3877347	-49,2351856	5635	
54,09765625	100	0	4	1477,125	95	56,85	92	97,90625	24,90625	139904850	923,875	-25,3875332	-49,2349893	5855	
53,69921875	100	0	4	1466,25	96	59,7	93	97,90625	24,90625	139904850	924,125	-25,3875332	-49,2349893	7486	
53,3984375	100	0	4	1463	96	59,7	93	97,90625	24,90625	139904865	925,125	-25,387334	-49,2347979	6368	
52,796875	100	0	4	1438,5	97	59,6	93	97,90625	24,90625	139904865	925,125	-25,387334	-49,2347979	5923	
52	100	0	4	1422,5	97	58,7	93	97,90625	24,90625	139904925	927	-25,3871318	-49,2346096	6098	
51,19921875	100	0	4	1399	97	57,65	93	97,90625	24,90625	139904925	928,125	-25,3870338	-49,2345187	7352	
50,59765625	100	0	4	1382,75	97	56,85	93	98,1875	25	139904935	928,125	-25,3870338	-49,2345187	6005	
50	100	0	4	1366	97	56,6	93	98,1875	25	139904935	929,5	-25,386935	-49,2344268	5989	
49,3984375	100	0	4	1351,375	97	55,8	93	98,1875	25	139904965	930,5	-25,386935	-49,2344268	5257	
48,69921875	100	0	4	1330	97	54,8	93	98,1875	25	139904965	931,375	-25,3868388	-49,2343364	7887	
48,09765625	100	0	4	1315,75	97	53,95	93	98,1875	25	139904965	931,375	-25,3867439	-49,2342484	6002	
47,5	100	0	4	1296,625	96	53	93	98,1875	25	139905005	932,5	-25,3867439	-49,2342484	5905	
46,796875	100	0	4	1277,125	96	52,05	93	98,46875	25	139905005	934,625	-25,3863777	-49,2339049	5384	
46,19921875	100	0	4	1258,125	97	51,4	93	98,46875	25	139905035	936,375	-25,3863777	-49,2339049	7920	
45,59765625	100	0	4	1244,375	97	51,3	93	98,46875	25	139905035	936,375	-25,3863777	-49,2339049	5983	
45	100	0	4	1228	97	50,5	93	98,46875	25	139905075	937,5	-25,3861155	-49,2336552	6101	
44,3984375	100	0	4	1215,125	97	50,15	93	98,59375	25	139905075	938,5	-25,3860334	-49,2335743	5397	
44,296875	100	0	4	1207,625	97	49,9	94	98,59375	24,90625	139905095	939	-25,3859548	-49,2334992	7753	
44,09765625	78	0	4	1204	80	43,9	94	98,59375	24,90625	139905095	938,875	-25,3858752	-49,2334188	6161	
43,09765625	59,2	0	4	1177	34	15	94	98,59375	24,90625	139905110	940	-25,3857897	-49,2333389	5725	
43	77,6	0	4	1171,125	81	38,8	94	98,59375	24,90625	139905110	940	-25,3856966	-49,2332635	5486	
43	69,6	102	4	1175	57	25,75	94	98,59375	24,90625	139905110	941	-25,3856966	-49,2332635	7697	
42,8984375	73,6	0	4	1183,75	61	25,15	94	98,59375	24,90625	139905145	940,5	-25,3855373	-49,2331159	6136	
43,296875	45,2	0	4	1178,25	23	26,75	94	98,59375	24,90625	139905145	940,5	-25,3854633	-49,2330343	6034	
43,8984375	75,6	0	4	1206,125	72	32,7	94	98,59375	24,90625	139905170	941,5	-25,3853915	-49,2329509	5989	
44,59765625	63,6	0	4	1214,375	42	20,3	95	98,59375	24,90625	139905170	940,5	-25,3853146	-49,2328825	7095	
44,59765625	0	0	4	1220,875	0	0	95	98,59375	24,90625	139905205	940,875	-25,3852324	-49,23281	6028	
44,19921875	0	0	4	1208,875	0	0	95	98,59375	24,90625	139905205	939,5	-25,3851457	-49,23281	5594	
43	0	14,8	4	1176,125	0	0	95	98,875	24,90625	139905230	939,25	-25,3851457	-49,2327443	5677	
41,19921875	0	7,2	4	1088,75	0	0	95	98,875	24,90625	139905230	939,625	-25,384974	-49,2325883	7423	
39	0	0	4	1437,875	0	0	95	98,875	24,90625	139905230	940	-25,3848896	-49,23251	5823	
37,3984375	0	1,2	3	1379,625	0	0	95	98,875	24,90625	139905255	939,5	-25,384724	-49,2323759	6276	
36,296875	0	8,4	3	1346,125	0	0	95	98,875	24,90625	139905255	939,5	-25,384724	-49,2323759	5677	
34,19921875	0	4,8	3	1266,5	0	0	95	98,875	24,71875	139905285	939,375	-25,3846416	-49,2323166	7423	
32,3984375	0	8,4	3	1201,75	0	0	95	99,15625	24,71875	139905285	939,375	-25,3846416	-49,2323166	5823	
30,19921875	0	4,4	3	1338,5	0	0	95	99,15625	24,71875	139905295	939,25	-25,3845678	-49,2322576	6276	
28,296875	0	3,2	2	1423,625	0	0	95	99,15625	24,71875	139905295	939,875	-25,3844903	-49,2321926	5677	
27,5	0	2,4	2	1385,75	0	0	95	99,15625	24,71875	139905315	940,375	-25,3844903	-49,2321926	7423	
26,59765625	0	2	2	1340	0	0	95	99,15625	24,71875	139905315	940,375	-25,3844415	-49,2321396	5823	
25,59765625	0	2,4	2	1293,5	0	0	95	99,15625	24,71875	139905315	940,375	-25,3844415	-49,2321396	6276	
24,796875	0	1,2	2	1254,5	0	0	95	99,5625	24,71875	139905335	940,5	-25,3838751	-49,2316157	5677	
24,09765625	0	0,8	2	1220,5	0	0	95	99,5625	24,71875	139905335	940,5	-25,3838751	-49,2316157	7423	
23,59765625	0	102	2	1193,5	0	0	95	99,5625	24,71875	139905350	941	-25,3838751	-49,2316157	5823	
22,796875	0	102	2	1155,25	0	0	95	100	24,71875	139905350	941	-25,3838751	-49,2316157	6276	
22	0	4	2	1112,375	0	0	94	100	24,71875	139905370	940,875	-25,3838751	-49,2316157	5677	
20,8984375	0	4,4	2	1057,375	0	0	94	100	24,71875	139905370	940,75	-25,3838751	-49,2316157	7575	
19,796875	0	2,8	2	999,25	0	0	94	100	24,71875	139905385	939,5	-25,3838751	-49,2316157	6066	
19,5	0	3,6	2	982,125	0	0	94	100	24,71875	139905385	940	-25,3838751	-49,2316157	5991	
18,59765625	0	3,6	2	939,875	0	0	94	100	24,71875	139905385	939,125	-25,3838751	-49,2316157	5817	
17,5	0	102	2	889,25	0	0	94	100	24,71875	139905390	940	-25,3838383	-49,2315794	7418	
17,09765625	0	1,6	2	866,75	0	0	94	100	24,71875	139905390	940,25	-25,3838045	-49,2315427	6115	
16,8984375	0	2	2	856	0	0	94	100,25	24,71875	139905410	940,5	-25,3837723	-49,2315105	5991	
16,69921875	0	2	2	843,5	0	0	94	100,25	24,71875	139905410	940,75	-25,3837424	-49,2314819	5817	
16,5	0	102	2	836,625	0	0	94	100,25	24,71875	139905415	940,5	-25,3837093	-49,2314498	7418	
16,3984375	0	102	2	830	0	0	94	100,25	24,71875	139905415	940,75	-25,3836478	-49,2313906	6115	
16,3984375	0	102	2	829,5	0	0	94	100,25	24,71875	139905430	940,75	-25,3836478	-49,2313906	5991	
16,5	0	3,2	2	835,75	0	0	93	100,53125	24,71875	139905430	941	-25,3836155	-49,2313631	5817	
16,296875	0	3,6	2	825,875	0	0	93	100,53125	24,71875	139905435	940,875	-25,3835813	-49,2313353	7418	
16,296875	0	102	2	823,375	0	0	93	100,53125	24,71875	139905435	940,625	-25,383553	-49,2313077	6090	
16,5	0	102	2	837,375	0	0	93	100,53125	24,71875	139905435	940,625	-25,3835223	-49,2312787	5790	
16,796875	0	0	2	849,125	0	0	93	100,53125	24,71875	139905445	940,5	-25,3834905	-49,2312503	5639	
17,19921875	0	102	2	871,25	0	0	93	100,53125	24,71875	139905445	940,375	-25,3834589	-49,2312218	7474	
17,796875	0	102	2	899,625	0	0	93	100,53125	24,71875	139905460	940,375	-25,3834589	-49,2312218	6086	
18,296875	0	0	2	927	0	0	93	100,6875	24,71875	139905460	939,75	-25,3834273	-49,2311934	5857	
19,09765625	0	0	2	967	0	0	93	100,6875	24,90625	139905470	939,75	-25,3833943	-49,2311633	5728	
19,796875	0	0	2	1003	0	0	93	100,6875	24,90625	139905470	940	-25,3833626	-49,2311347	7608	
20,59765625	0	0	2	1042,125	0	0	93	100,6875	24,90625	139905485	939,5	-25,3833626	-49,2311347	6079	
21,5	0	0	2	1086,75	0	0	93	100,6875	24,90625	139905485	939,5	-25,3832115	-49,2309905	5747	
22,5	0	0	2	1138,75	0	0	93	100,6875	24,90625	139905485	939,5	-25,3832115	-49,2309905	5664	
23,296875	0	13,6	2	1179,75	0	0	93	100,6875	24,90625	139905490	938,5	-25,3831254	-49,2309128	7664	
23	0	10	2	1161,5	0	0	93	100,6875	24,90625	139905490	938,5	-25,3831254	-49,2309128	6077	
22,59765625	0	9,6	2	1143,75	0	0	92	100,6875	24,90625	139905505	937,5	-25,3830781	-49,23087	5726	
21,59765625	0	9,6	2	1091,875	0	0	92	100,6875	24,90625	139905505	936,875	-25,3830326	-49,2308269	5728	
20,3984375	0	4,8	2	1029,875	0	0	92	100,6875	24,90625	139905525	936,875	-25,3829905	-49,2307902	7507	
20,8984375	0	2	2	1056	0	0	92	100,6875	24,90625	139905525	936,5	-25,3829905	-49,2307902	6077	
21,296875	0	8,4	2	1078	0	0	92	100,6875	24,90625	139905535	935,5	-25,382914	-49,2307158	5726	
21,3984375	0	10,4	2	1076,75	0	0	92	100,6875	24,90625	139905535	934,875	-25,3828706	-49,2306746	5728	
20,3984375	0	8,8	2	1025	0	0	92	100,6875	24,90625	139905545	934,25	-25,3828273	-49,2306368	7507	
19,19921875	0	2,8	2	967,25	0	0	92	100,53125	24,90625	139905545	933,5	-25,3827915	-49,2305946	6077	
19,8984375	0	1,6	2	1007,75	0	0	92	100,53125	24,90625	139905545	931,75	-25,3827915	-49,2305946	5726	
21,19921875	0	2,4	2	1071,875	0	0	91	100,53125	24,90625	139905565	931	-25,3827127	-49,2305324	5728	
21,8984375	0	8	2	1113,25	0	0	91	100,53125	24,90625	139905565	930,875	-25,382676	-49,2304954	7507	
22,09765625	0	8	2	1115,75	0	0	91	100,53125	24,90625	139905570	929,875	-25,3826445	-49,23046	6077	
22	0	10,8	2	1112,125	0	0	91	100,53125	24,90625	139905570	930,25	-25,3826005	-49,2304251	5726	
20,69921875	0	3,2	2	1048	0	0	91	100,53125	24,90625	139905570	929,5	-25,3825525	-49,2303791	5728	
21,69921875	0	2,4	2	1101	0	0	91	100,53125	24,90625	139905595	929,375	-25,3825108	-49,2303441	7507	
22,69921875	0	102	2	1147	0	0	91	100,53125	24,90625	139905595	929,375	-25,3824708	-49,2303066	6077	
22,8984375	0	7,6	2	1162,625	0	0	91	100,53125	24,90625	139905600	929	-25,382429	-49,2302677	5726	
22,796875	0	8,4	2	1152,375	0	0	91	100,53125	24,90625	139905600	928,125	-25,3823857	-49,2302311	5728	
22,3984375	0	102	2	1132,375	0	0	91	100	24,90625	139905600	928	-25,3823857	-49,2302311	7507	
22,3984375	0	102	2	1133	0	0	91	100	24,90625	139905610	928	-25,3822952	-49,230152	6077	
23,59765625	0	2,4	2	1199,375	0	0	91	100	24,90625	139905610	927,125	-25,3822504	-49,2301155	5726	
24,59765625	0	6,4	2	1250,375	0	0	91	100	24,90625	139905630	926,5	-25,3822062	-49,2300766	5728	
24,796875	0	4,8	2	1251,375	0	0	91	100	24,90625	139905630	926,5	-25,3822062	-49,2300766	7507	
24,796875	0	2,8	2	1251,625	0	0	91	100	24,90625	139905645	926,375	-25,3821596	-49,2300379	6077	
25,69921875	0	102	2	1304	0	0	91	100	24,90625	139905645	926,125	-25,3821596	-49,2300379	5726	
26,59765625	0	8	2	1346,875	0	0	91	100	24,90625	139905665	926,125	-25,3820074	-49,2299073	5728	
26,19921875	0	6	2	1320,125	0	0	91	100	24,90625	139905665	925,625	-25,3819607	-49,2298621	7507	
25,3984375	0	4,8	2	1284	0	0	91	100	24,90625	139905665	925,625	-25,3819147	-49,2298142	6077	
25	0	2	2	1261,875	0	0	91	99,5625	25	139905680	926	-25,3818653	-49,2297692	5726	
25,3984375	0	2	2	1287,625	0	0	91	99,5625	25	139905680	926	-25,3817732	-49,2296735	5728	
25	0	2,4	2	1266,75	0	0	91	99,5625	25	139905685	926	-25,3817732	-49,2296735	7507	
25,296875	0	0,8	2	1281,25	0	0	91	99,5625	25	139905685	925	-25,3817236	-49,2296384	6077	
25,59765625	0	102	2	1296,5	0	0	91	99,5625	25	139905715	925	-25,3816747	-49,2295932	5726	
25,796875	0	102	2	1303,125	0	0	91	99,5625	25	139905715	924,5	-25,3816327	-49,2295484	5728	
26,09765625	0	102	2	1322,5	0	0	91	99,4375	25	139905720	924,25	-25,3815862	-49,2295029	7507	
26,3984375	0	102	2	1337,125	0	0	91	99,4375	25	139905720	924,125	-25,3815862	-49,2295029	6077	
26,69921875	0	0,4	2	1349,875	0	0	91	99,4375	25	139905745	924,125	-25,3815372	-49,2294575	5726	
26,796875	0	102	2	1359,375	0	0	91	99,4375	25	139905745	923,875	-25,3814858	-49,2294141	5728	
26,8984375	0	102	2	1364,5	0	0	91	99,4375	25	139905745	923,625	-25,3814858	-49,2294141	7507	
27,5	49,2	0	2	1203	12	4,9	91	99,4375	25,09375	139905760	923,625	-25,3812719	-49,229233	6107	
28,5	68	0	3	1052,625	58	24	91	99,4375	25,09375	139905760	923,25	-25,3812719	-49,229233	5881	
30,19921875	78	0	3	1124,25	72	32,4	91	99,28125	25,09375	139905775	923,5	-25,381221	-49,2291833	5537	
32,3984375	83,2	0	3	1211,25	76	33,25	91	99,28125	25,09375	139905775	923,5	-25,381221	-49,2291833	7474	
33,8984375	79,2	0	3	1265,5	71	34,65	91	99,28125	25,09375	139905800	923,125	-25,3811142	-49,2290797	6099	
35,796875	80,8	0	3	1335,375	82	44,45	91	99,15625	25,09375	139905800	923,25	-25,3810007	-49,2289553	5573	
36,8984375	90,4	102	3	1001	54	24,85	91	99,15625	25,09375	139905815	923,25	-25,3810007	-49,2289553	5588	
38,59765625	81,6	102	4	1056,25	89	35,85	91	99,15625	25,09375	139905815	923,125	-25,3809379	-49,2288902	7697	
40	77,6	102	4	1094,75	87	40,75	91	99,15625	25,09375	139905815	923,5	-25,3808711	-49,2288222	6094	
41,19921875	78,4	0	4	1130	70	31,55	91	99,15625	25,09375	139905825	923,5	-25,380797	-49,2287518	5752	
42,296875	72,8	0	4	1155,75	73	35,15	91	99,15625	25,09375	139905825	923,5	-25,380797	-49,2287518	5868	
43,3984375	71,2	102	4	1192,625	56	32,45	91	99,15625	25,09375	139905860	923,375	-25,3807228	-49,2286837	7931	
44	78,4	0	4	1201,875	73	25,55	91	99,15625	25,09375	139905860	923,375	-25,3806437	-49,2286177	6107	
44,19921875	68,4	102	4	1207,125	52	24,45	92	99,15625	25,09375	139905885	923	-25,3806437	-49,2286177	5750	
44,5	73,6	102	4	1214,875	68	29,05	92	99,15625	25,09375	139905885	923	-25,3802979	-49,2283388	6160	
44,5	78,4	0	4	1221,625	73	17,1	92	99	25	139905920	923,625	-25,3802979	-49,2283388	7448	
44,8984375	76	0	4	1228,625	73	35,85	92	99	25	139905920	922,75	-25,3802138	-49,2282694	6077	
45,3984375	72	0	4	1248,875	55	28,7	92	99	25	139905920	922	-25,3801299	-49,2281939	6245	
45,3984375	77,6	0	4	1247,25	60	20,7	92	99	25	139905945	921,625	-25,3801299	-49,2281939	5817	
45,296875	72,4	0	4	1231	57	28,2	92	99	25	139905945	920,5	-25,3799649	-49,2280354	7847	
45,796875	74,8	0	4	1249,5	76	38,5	92	99	25,09375	139905970	920,5	-25,3798754	-49,2279549	6019	
46,296875	78,8	0	4	1268,125	75	44,9	92	98,875	25,09375	139905970	921,625	-25,3797949	-49,227876	5746	
46,8984375	78,8	0	4	1280	70	36,15	92	98,875	25,09375	139906010	921,625	-25,3797092	-49,227792	5613	
47,3984375	85,2	0	4	1295,125	71	38,45	92	98,875	25,09375	139906010	922,625	-25,3797092	-49,227792	7150	
48	72,8	0	4	1314,875	60	31,6	92	98,875	25,09375	139906020	923,375	-25,3795366	-49,2276255	6316	
48,09765625	64,8	0	4	1317,125	39	20,8	93	98,875	25,09375	139906020	923,5	-25,3794392	-49,2275387	5415	
48,09765625	59,6	102	4	1315,625	35	16,7	93	98,875	25,09375	139906020	924,25	-25,3793413	-49,2274572	5473	
47,8984375	70,4	102	4	1306,875	48	24,9	93	98,875	25	139906075	924,625	-25,3793413	-49,2274572	7541	
47,796875	61,6	0	4	1310,5	43	23,55	93	98,875	25	139906075	924,375	-25,3791574	-49,2272848	6038	
47,5	67,2	0	4	1301,375	31	20,35	93	98,875	25	139906090	924,375	-25,3790712	-49,2272086	5595	
47,3984375	71,6	102	4	1296,625	58	28,55	93	98,875	25	139906090	925,5	-25,3789794	-49,227122	5562	
47,3984375	63,6	0	4	1299,25	39	25,55	93	98,875	25	139906115	926,5	-25,3789794	-49,227122	7954	
47,19921875	64,4	0	4	1289,5	39	20,8	93	98,875	25	139906115	926,25	-25,3787971	-49,2269542	6093	
47	50	0	4	1309,25	26	28,6	93	98,875	25	139906155	925,5	-25,3786369	-49,2267972	5658	
47,19921875	65,6	102	4	1291,625	42	21,75	93	98,875	25	139906155	925,5	-25,3786369	-49,2267972	5550	
47,09765625	62,8	0	4	1287,25	39	24,3	93	98,875	25	139906180	924,625	-25,3785401	-49,2267121	7697	
46,796875	64,4	102	4	1286,375	40	19,8	93	98,875	25	139906180	924,625	-25,378446	-49,2266327	6097	
46,796875	59,6	0	4	1256,75	33	26,4	93	98,875	25	139906180	924	-25,378362	-49,2265536	5703	
46	50	102	4	1259,875	22	12,6	93	99	25	139906220	924,125	-25,3782737	-49,2264742	5792	
45,5	60	102	4	1239	32	20,1	93	99	25	139906220	924,25	-25,3782737	-49,2264742	7508	
45,59765625	70,8	102	4	1230,25	54	30,75	93	99	25	139906245	924,75	-25,3781809	-49,2263921	6014	
45,19921875	65,2	0	4	1239,125	43	21,85	93	99	25	139906245	924,75	-25,3780977	-49,2263111	5505	
45,5	67,2	102	4	1213,5	50	25,75	93	99	24,90625	139906260	925,125	-25,3780977	-49,2263111	5651	
44,3984375	59,6	102	4	1205	31	23,95	93	99	24,90625	139906260	925	-25,3778315	-49,2260721	8026	
43,296875	43,6	0	4	1173,25	16	10,95	94	99,15625	24,90625	139906295	926	-25,3777441	-49,2259931	6151	
41,09765625	24,4	0	4	1130,75	1	0,4	94	99,15625	24,90625	139906295	928,5	-25,3776599	-49,2259175	6080	
39,09765625	0	0	4	1062,25	0	0	94	99,15625	24,90625	139906295	928,5	-25,3775759	-49,2258359	5766	
36,3984375	0	0	4	987,75	0	0	94	99,15625	25	139906320	928,625	-25,3774987	-49,2257628	7630	
33,59765625	0	3,2	4	911,25	0	0	94	99,15625	25	139906320	928,75	-25,3774272	-49,2256971	6117	
30,59765625	0	0,4	4	762,75	0	0	94	99,15625	25	139906340	929,875	-25,3773555	-49,2256356	5770	
27,19921875	0	2,8	3	999,375	0	0	94	99,15625	25	139906340	930,625	-25,3772905	-49,2255788	5601	
24,09765625	0	0	3	886,625	0	0	94	99,15625	25	139906365	931,375	-25,3772905	-49,2255788	7597	
20,796875	34,4	102	3	916,625	12	3,95	94	99,15625	25	139906365	932	-25,3771781	-49,2254749	6160	
18,296875	53,2	0	2	923,875	37	10,9	94	99,15625	24,90625	139906380	933,5	-25,377132	-49,2254402	5770	
16,09765625	60	102	2	1172,5	20	8,9	94	99,15625	24,90625	139906380	934,125	-25,3770917	-49,2254045	5601	
14,09765625	78	102	1	1292,875	44	22,25	94	99,5625	24,90625	139906395	934,75	-25,377058	-49,2253741	7597	
13,59765625	74	0	1	1398	56	31,8	94	99,5625	24,90625	139906395	934,75	-25,3770289	-49,2253443	6160	
13,3984375	66,4	102	1	1352	42	23,85	94	99,5625	24,90625	139906395	936,625	-25,3769753	-49,2252898	5770	
13,296875	70	102	1	1358,375	49	25,35	94	99,5625	24,90625	139906395	937,375	-25,3769753	-49,2252898	5601	
13,8984375	71,6	0	1	1441,125	48	28,3	94	99,5625	24,90625	139906395	937,625	-25,3769617	-49,2252559	7686	
