Time[s]	TachographVehicleSpeed	AcceleratorPedalAPPosition1	BrakePedalPosition	CurrentGear	EngineSpeed	ActualEnginePercentTorque[percent]	D_FuelRate	EngineFuelRate	EngineCoolantTemperature	EngineOilTemperature[Celsius]	AmbientAirTemp[C]	HRVD_I_TotalVehiclDistancHighRes[m]	GPS_Altitude[m]	GPS_Latitude[deg_per_bit]	GPS_Longitude[deg_per_bit]	D_AxleWeight[kg]
228	57,19921875	0	0	4	1571,75	0	0	0	89	97,0625	24,71875	139908385	920,375	-25,3878118	-49,23527	5790
229	57,09765625	0	102	4	1561,875	0	0	0	89	97,0625	24,71875	139908420	920,125	-25,3880301	-49,2354768	5792
230	56,59765625	0	102	4	1543,25	0	0	0	89	97,0625	24,71875	139908420	920,5	-25,3880301	-49,2354768	7463
231	55,796875	0	0	4	1522,875	0	0	0	89	96,9375	24,71875	139908435	920	-25,3882592	-49,2356658	6219
232	54,8984375	0	0	4	1500,375	0	0	0	89	96,9375	24,71875	139908435	919,5	-25,3883646	-49,2357645	5501
233	54,09765625	31,2	102	4	1478,25	0	0	0	89	96,9375	24,71875	139908435	919,5	-25,3883646	-49,2357645	5779
234	53,59765625	61,6	102	4	1466,75	24	321	19,05	89	96,9375	24,71875	139908480	918,5	-25,3884775	-49,2358611	7996
235	53,3984375	62,4	0	4	1459,375	32	309	18,3	89	96,9375	24,71875	139908480	918,5	-25,3885881	-49,2359439	6010
236	53,3984375	63,2	102	4	1461,5	33	323	19,15	89	96,9375	24,71875	139908510	919,75	-25,3886951	-49,2360488	5741
237	53,5	70,4	0	4	1457,25	40	440	26,1	89	96,9375	24,71875	139908510	919	-25,3886951	-49,2360488	6040
238	53,59765625	68,4	0	4	1466,25	37	381	22,6	89	96,9375	24,71875	139908540	919,5	-25,3887924	-49,2361292	7352
239	53,69921875	70,8	0	4	1467,625	49	494	29,3	89	96,9375	24,71875	139908540	919,5	-25,3888967	-49,2362181	6196
240	54	68,4	0	4	1472,75	40	412	24,45	89	96,9375	24,71875	139908585	920,375	-25,3888967	-49,2362181	5814
241	54,19921875	72	0	4	1485	48	482	28,6	89	96,9375	24,71875	139908585	920,375	-25,3901066	-49,237389	5664
242	54,5	76,4	102	4	1486,75	55	558	33,1	89	96,9375	24,71875	139908615	921	-25,3901066	-49,237389	7697
243	55	74,8	0	4	1502,875	48	505	29,95	89	96,9375	24,71875	139908615	921,75	-25,3901066	-49,237389	6089
244	55,296875	71,2	0	4	1514,75	47	501	29,7	89	96,78125	24,71875	139908615	921,75	-25,3901066	-49,237389	5726
245	55,09765625	62	102	4	1499,375	22	330	19,55	90	96,78125	24,71875	139908660	921,625	-25,3901066	-49,237389	5117
246	55,3984375	69,2	102	4	1513,875	41	416	24,7	90	96,78125	24,71875	139908660	921,5	-25,3901066	-49,237389	8864
247	55,5	72	102	4	1514,25	44	403	23,9	90	96,78125	24,71875	139908675	922	-25,3901066	-49,237389	6138
248	55,69921875	78,8	102	4	1525,125	57	612	36,3	90	96,78125	24,71875	139908675	922,25	-25,3901066	-49,237389	5901
249	55,5	70	102	4	1515,125	39	503	29,85	90	96,78125	24,59375	139908710	922,5	-25,3901066	-49,237389	5702
250	54,8984375	67,6	0	4	1500,5	43	440	26,1	90	96,78125	24,59375	139908710	923	-25,390215	-49,2374958	7797
251	54,296875	69,6	0	4	1482,75	43	462	27,4	90	96,78125	24,59375	139908755	923	-25,3903197	-49,2375936	6173
252	53,69921875	71,2	0	4	1470,25	46	441	26,15	90	96,78125	24,59375	139908755	924	-25,3904208	-49,2376923	5898
253	53,19921875	71,6	102	4	1449,875	43	483	28,65	90	96,78125	24,59375	139908755	924	-25,3904208	-49,2376923	5524
254	53	78	102	4	1450,25	55	610	36,2	90	96,9375	24,59375	139908785	923,5	-25,3906372	-49,2378782	8076
255	52,796875	68,8	102	4	1447,75	59	520	30,85	90	96,9375	24,59375	139908785	924,25	-25,3906372	-49,2378782	6196
256	52,59765625	78,4	0	4	1438,25	61	628	37,25	90	96,9375	24,59375	139908830	923,625	-25,3908253	-49,2380608	6254
257	52,296875	76,8	0	4	1428,625	57	614	36,45	90	96,9375	24,59375	139908830	924,75	-25,3908253	-49,2380608	5753
258	52,19921875	73,6	0	4	1427,5	55	538	31,9	90	96,78125	24,59375	139908855	925,25	-25,3910154	-49,2382373	7719
259	51,8984375	75,2	0	4	1418,375	60	499	29,6	90	96,78125	24,59375	139908855	925,25	-25,3910154	-49,2382373	6070
260	51,59765625	75,2	0	4	1407,875	46	516	30,6	90	96,78125	24,59375	139908870	925,875	-25,3912144	-49,2384204	5745
261	51,69921875	75,6	102	4	1419,125	67	691	41	90	96,78125	24,59375	139908870	927,125	-25,3913127	-49,2385021	6027
262	51	77,2	102	4	1392,875	47	536	31,8	90	96,78125	24,59375	139908870	927,5	-25,3913127	-49,2385021	6973
263	50,5	70,8	0	4	1382,625	49	456	27,05	90	96,78125	24,59375	139908930	927,5	-25,3915177	-49,2386716	6343
264	50	73,2	0	4	1370,375	46	492	29,2	91	96,78125	24,59375	139908930	927,5	-25,3915177	-49,2386716	5836
265	49,5	69,2	0	4	1354,625	45	449	26,65	91	96,78125	24,59375	139908945	926,5	-25,3916257	-49,2387533	5460
266	49	65,2	0	4	1346,125	44	413	24,5	91	96,78125	24,59375	139908945	925	-25,3916257	-49,2387533	8104
267	48,3984375	66,8	0	4	1321,875	41	372	22,05	91	96,78125	24,59375	139908985	925	-25,3917151	-49,2388435	5928
268	48	70,8	0	4	1310,375	49	482	28,6	91	96,78125	24,59375	139908985	926	-25,3920936	-49,2391839	5928
269	47,796875	72,8	0	4	1307,75	57	523	31,05	91	96,78125	24,59375	139909010	926	-25,3920936	-49,2391839	5928
270	47,5	72,8	102	4	1297,875	56	510	30,25	91	96,9375	24,59375	139909010	928,625	-25,392182	-49,239268	7886
271	47,19921875	74,8	102	4	1294,375	61	558	33,1	91	96,9375	24,59375	139909010	928,625	-25,392182	-49,239268	6173
272	47,09765625	75,6	102	4	1287,125	64	564	33,45	91	96,9375	24,71875	139909040	928	-25,3922746	-49,2393553	5812
273	47,19921875	76,4	102	4	1290,5	66	589	34,95	91	96,9375	24,71875	139909040	928,875	-25,3923725	-49,2394457	5855
274	47	78,4	0	4	1291,125	69	575	34,1	91	96,9375	24,71875	139909040	928,25	-25,392551	-49,2396116	7463
275	46,796875	72	0	4	1279,5	52	536	31,8	91	96,9375	24,71875	139909075	928,25	-25,392551	-49,2396116	5921
276	46,19921875	8	0	4	1262,25	13	323	19,15	92	96,9375	24,71875	139909075	929,375	-25,3926331	-49,2396987	5749
277	44,5	0	102	4	1215,125	0	0	0	92	97,0625	24,71875	139909105	929,75	-25,392821	-49,239863	5467
278	42,59765625	0	0	4	1163	0	0	0	92	97,0625	24,71875	139909105	930,25	-25,392821	-49,239863	8100
279	40,19921875	0	0	4	1103,75	0	0	0	92	97,0625	24,71875	139909115	930,875	-25,3929864	-49,2400072	6353
280	37,796875	0	16,8	4	1033,375	0	0	0	92	97,0625	24,71875	139909115	930,875	-25,3929864	-49,2400072	5968
281	35,09765625	0	17,2	4	965,125	0	0	0	92	97,21875	24,71875	139909150	932	-25,3932057	-49,2402252	5499
282	31,59765625	0	18,8	4	1162,375	0	0	0	92	97,21875	24,71875	139909150	932	-25,3932057	-49,2402252	7519
283	28,09765625	0	102	3	1049	0	0	0	92	97,21875	24,71875	139909150	933	-25,393267	-49,2402947	5989
284	24	0	102	3	1012,75	0	0	0	92	97,21875	24,71875	139909170	933,125	-25,393267	-49,2402947	6232
285	20,5	0	102	2	1029,75	0	0	0	92	97,21875	24,71875	139909170	933,375	-25,3933668	-49,2404142	5499
286	16,8984375	0	102	2	859,5	0	0	0	92	97,21875	24,71875	139909195	933,375	-25,3933668	-49,2404142	7519
287	14,3984375	14	102	2	729,25	1	0	0	92	97,34375	24,71875	139909195	933,5	-25,3934038	-49,2404603	5989
288	12,3984375	40,4	0	2	943	19	130	7,7	92	97,34375	24,71875	139909205	933,875	-25,3934629	-49,2405186	6232
289	10,5	52	102	1	1034,25	32	184	10,9	92	97,34375	24,71875	139909205	934,125	-25,3934891	-49,2405384	5499
290	9	54,8	102	1	1140,25	30	233	13,8	92	97,34375	24,71875	139909215	934,125	-25,3934891	-49,2405384	7519
291	9	54,8	102	1	1072,25	34	249	14,75	92	97,34375	24,71875	139909215	935,375	-25,3935177	-49,2405567	5989
292	8,8984375	57,2	102	1	1084	34	283	16,8	92	97,625	24,71875	139909215	935,375	-25,3935464	-49,2406029	6232
293	9,09765625	55,2	102	1	1070,25	34	253	15	92	97,625	24,90625	139909220	935,375	-25,3935464	-49,2406029	5499
294	9,09765625	50,8	0	1	1045,375	29	212	12,55	92	97,625	24,90625	139909220	935,375	-25,3935606	-49,2406189	7686
295	8,796875	44,8	0	1	922,25	25	157	9,3	92	97,625	24,90625	139909225	936	-25,3935606	-49,2406189	6061
296	7,69921875	22,8	0	1	720	8	47	2,75	92	97,625	24,90625	139909225	936	-25,3935881	-49,2406399	5816
297	6,296875	0	0	1	596,125	19	73	4,3	92	97,625	24,90625	139909235	936,875	-25,3935881	-49,2406399	5460
298	4,69921875	0	0	1	592,25	21	82	4,85	92	97,625	24,90625	139909235	939	-25,3936652	-49,2406879	7708
299	2,69921875	0	102	1	603,375	11	39	2,3	92	97,625	24,90625	139909235	939	-25,3936776	-49,2407105	6066
300	1,59765625	0	0	1	586,875	25	98	5,8	92	97,625	24,90625	139909235	939	-25,3936776	-49,2407105	5838
301	1,19921875	0	0	1	598,75	25	99	5,85	92	97,625	24,90625	139909235	938,875	-25,393693	-49,2407246	5460
302	0,69921875	0	102	1	598,875	26	102	6,05	92	97,625	24,90625	139909235	938,875	-25,393693	-49,2407246	7597
303	0,296875	0	102	1	606,5	9	35	2,05	92	98,03125	24,90625	139909235	939	-25,393698	-49,2407295	6077
304	0	0	33,6	1	595,5	12	48	2,85	92	98,03125	24,90625	139909240	939,875	-25,393698	-49,2407295	5838
305	0	0	33,6	1	600,25	12	47	2,75	92	98,03125	24,90625	139909240	941,25	-25,3936979	-49,2407312	5460
306	0	0	33,6	1	601	12	47	2,75	92	98,03125	24,90625	139909240	941,75	-25,3936853	-49,2407401	7608
307	0	0	33,6	1	600,375	12	47	2,75	92	98,03125	24,90625	139909240	941,75	-25,3936853	-49,2407401	6078
308	0	0	33,6	1	599,625	12	47	2,75	92	98,03125	24,90625	139909240	941,75	-25,3936786	-49,2407414	5838
309	0	0	33,2	1	600,75	12	48	2,85	92	98,03125	24,90625	139909240	942,25	-25,3936786	-49,2407414	5422
310	0	0	32,8	1	599,375	12	48	2,85	92	98,03125	25	139909240	942,25	-25,3936749	-49,2407414	7597
311	0	0	33,2	1	599,875	12	48	2,85	92	98,03125	25	139909240	942,375	-25,3936749	-49,2407414	6080
312	0	0	35,2	1	600,125	12	49	2,9	93	98,03125	25	139909240	942,375	-25,3936677	-49,2407408	5838
313	0	0	35,2	1	599,625	12	48	2,85	93	98,03125	25	139909240	942,5	-25,3936677	-49,2407408	5422
314	0	0	34,8	1	599,25	12	48	2,85	93	98,03125	25	139909240	942,625	-25,3936701	-49,2407437	7608
315	0	0	34,8	1	600,625	12	48	2,85	93	97,90625	25,09375	139909240	942,375	-25,3936703	-49,2407464	6077
316	0	0	34,8	1	600,125	12	48	2,85	93	97,90625	25,09375	139909240	942,5	-25,3936696	-49,2407483	5838
317	0	0	34,8	1	600,75	12	48	2,85	93	97,90625	25,09375	139909240	942,5	-25,3936681	-49,2407496	5422
318	0	0	34,8	1	599,625	12	48	2,85	93	97,90625	25,09375	139909240	943	-25,3936654	-49,2407512	7608
319	0	0	34,8	1	599,125	12	48	2,85	93	97,90625	25,09375	139909240	943	-25,3936654	-49,2407512	6074
320	0	0	34,8	1	600,625	12	48	2,85	92	97,75	25,09375	139909240	943,25	-25,3936613	-49,2407522	5838
321	0	0	34,8	1	598,625	12	48	2,85	92	97,75	25,09375	139909240	943,25	-25,3936613	-49,2407522	5422
322	0	0	34,4	1	600	12	49	2,9	92	97,75	25,09375	139909240	943,5	-25,3936613	-49,2407522	7608
323	0	0	34,8	1	599,25	12	48	2,85	92	97,75	25,09375	139909240	943,5	-25,3936595	-49,2407522	6080
324	0	0	34,4	1	600	12	48	2,85	92	97,75	25,09375	139909240	943,5	-25,3936583	-49,2407504	5838
325	0	0	34,8	1	601,25	12	49	2,9	92	97,75	25,09375	139909240	943,625	-25,3936583	-49,2407504	5422
326	0	0	34,8	1	599,875	12	48	2,85	92	97,75	25,09375	139909240	943,625	-25,3936593	-49,2407449	7608
327	0	0	34,4	1	599,25	12	48	2,85	92	97,625	25,09375	139909240	943,25	-25,3936593	-49,2407445	6082
328	0	0	34,4	1	600,5	12	48	2,85	92	97,625	25,09375	139909240	942,5	-25,3936583	-49,2407438	5838
329	0	0	102	1	600,875	12	48	2,85	92	97,625	25,09375	139909240	942	-25,3936565	-49,2407432	5422
330	0	0	34,4	1	599,375	12	48	2,85	92	97,625	25,09375	139909240	942	-25,3936565	-49,2407432	7608
331	0	0	34,4	1	599,625	12	47	2,75	92	97,625	25,09375	139909240	941,625	-25,3936518	-49,2407419	6082
332	0	0	34	1	600,375	12	47	2,75	92	97,625	25,09375	139909240	941,125	-25,3936505	-49,2407405	5838
333	0	0	34	1	600,125	12	47	2,75	92	97,625	25,09375	139909240	941	-25,3936505	-49,2407405	5422
334	0	0	34	1	600,25	12	47	2,75	92	97,625	25,09375	139909240	941	-25,3936505	-49,2407405	7608
335	0	0	34	1	603,125	11	44	2,6	92	97,625	25,09375	139909240	941,125	-25,3936413	-49,2407346	6084
336	0	0	34	1	605,625	10	38	2,25	92	97,625	25,09375	139909240	942	-25,3936397	-49,2407327	5838
337	0	0	34	1	599,875	10	39	2,3	92	97,625	25,3125	139909240	942	-25,3936397	-49,2407327	5422
338	0	0	34	1	598,875	10	39	2,3	92	97,625	25,3125	139909240	941,75	-25,3936383	-49,2407309	7608
339	0	0	34	1	600,625	10	39	2,3	92	97,625	25,3125	139909240	941,25	-25,3936406	-49,2407287	6081
340	0	0	34	1	599,875	10	39	2,3	92	97,625	25,3125	139909240	940,5	-25,3936406	-49,2407287	5838
341	0	0	34	1	600,75	10	39	2,3	92	97,34375	25,3125	139909240	939,75	-25,3936417	-49,240723	5422
342	0	0	33,6	1	599,125	10	39	2,3	92	97,34375	25,3125	139909240	939,75	-25,3936395	-49,2407196	7608
343	0	0	33,6	1	600,125	10	39	2,3	92	97,34375	25,3125	139909240	940,5	-25,3936364	-49,240719	6082
344	0	0	33,6	1	598,625	10	40	2,35	92	97,34375	25,3125	139909240	940,375	-25,393634	-49,2407166	5859
345	0	0	33,6	1	599,5	10	39	2,3	92	97,34375	25,3125	139909240	940,375	-25,393634	-49,2407166	5422
346	0	0	33,6	1	600,25	10	40	2,35	91	97,34375	25,3125	139909240	940,375	-25,3936338	-49,240715	7608
347	0	0	33,6	1	600,125	10	39	2,3	91	97,34375	25,40625	139909240	940,375	-25,3936338	-49,240715	6080
348	0	0	33,6	1	599	10	39	2,3	91	97,34375	25,40625	139909240	940	-25,3936338	-49,2407152	5838
349	0	0	33,6	1	598,125	10	39	2,3	91	97,34375	25,40625	139909240	940	-25,3936338	-49,2407152	5422
350	0	0	33,6	1	599,875	10	39	2,3	91	97,34375	25,40625	139909240	940	-25,3936342	-49,240715	7608
351	0	0	33,6	1	599,5	10	40	2,35	91	97,34375	25,40625	139909240	939,5	-25,3936342	-49,240715	6082
352	0	0	33,6	1	599,625	10	38	2,25	91	97,34375	25,40625	139909240	939,875	-25,3936338	-49,2407155	5838
353	0	0	33,6	1	600,375	10	39	2,3	91	97,34375	25,40625	139909240	939,875	-25,3936334	-49,2407173	5422
354	0	0	33,6	1	599	10	39	2,3	91	97,34375	25,40625	139909240	939,875	-25,3936334	-49,2407173	7608
355	0	0	33,6	1	601,5	10	39	2,3	91	96,9375	25,40625	139909240	941,25	-25,3936353	-49,2407372	6090
356	0	9,6	0	1	599,5	10	39	2,3	91	96,9375	25,40625	139909240	941,25	-25,3936372	-49,2407391	5838
357	0	46	0	1	567,625	39	119	7,05	91	96,9375	25,40625	139909240	941	-25,393639	-49,2407396	5838
358	0	54,8	0	1	907,625	40	248	14,7	91	96,65625	25,5	139909240	941,125	-25,3936401	-49,2407392	5295
359	2,8984375	60	0	1	1028,75	43	302	17,9	91	96,65625	25,5	139909240	941,25	-25,3936418	-49,2407388	7831
360	5,09765625	61,2	102	1	1079	43	312	18,5	91	96,65625	25,5	139909240	941,125	-25,3936418	-49,2407388	6054
361	6,796875	65,2	102	1	1180,625	47	375	22,25	91	96,65625	25,5	139909240	941,5	-25,3936504	-49,240744	5860
362	8,5	69,2	0	1	1272,125	50	462	27,4	91	96,65625	25,5	139909240	941,5	-25,3936572	-49,2407492	5129
363	10,09765625	69,6	0	1	1305,625	49	436	25,85	91	96,65625	25,5	139909240	941,5	-25,3936664	-49,240756	7864
364	11,5	70	0	1	1343,5	49	468	27,75	90	96,5	25,5	139909245	943,25	-25,3936822	-49,2407672	6037
365	12,3984375	72,8	102	1	1396,375	52	504	29,9	90	96,5	25,5	139909245	943,25	-25,3936822	-49,2407672	5903
366	13,5	72,4	102	1	1423,5	50	477	28,3	90	96,5	25,5	139909245	942,875	-25,3937276	-49,2407829	5155
367	14,5	76,4	102	1	1473,125	56	604	35,85	90	96,5	25,5	139909255	943	-25,3937541	-49,2408197	7675
368	15,3984375	75,2	0	1	1474,25	53	513	30,45	90	96,5	25,5	139909255	943	-25,3937541	-49,2408197	6110
369	16,3984375	78,4	0	1	1550,375	56	605	35,9	90	96,25	25,5	139909260	943,5	-25,3938164	-49,2408662	5512
370	17,3984375	77,6	0	1	1582,5	54	579	34,35	90	96,25	25,5	139909260	942,375	-25,3938502	-49,2408921	5409
371	18,19921875	78	0	1	1605,25	53	574	34,05	90	96,25	25,5	139909270	942,375	-25,3938502	-49,2408921	7697
372	19	77,2	0	1	1608,875	51	537	31,85	90	96,25	25,5	139909270	943	-25,3939214	-49,2409473	6102
373	19,796875	72,4	0	1	1475,875	45	472	28	90	96,25	25,5	139909285	943,625	-25,3939795	-49,2409827	5617
374	20,19921875	73,6	0	2	1024,5	57	335	19,85	90	95,96875	25,5	139909285	943,375	-25,3940194	-49,2410159	5397
375	21,296875	74	0	2	1079,25	72	524	31,1	90	95,96875	25,5	139909285	943,375	-25,3940194	-49,2410159	7631
376	22,19921875	74	0	2	1123	65	528	31,35	90	95,96875	25,5	139909295	944,5	-25,3941083	-49,2410816	6117
377	23,296875	74	0	2	1177,625	65	521	30,9	90	95,96875	25,5	139909295	944,875	-25,3941543	-49,2411146	5813
378	24,296875	73,6	102	2	1232,375	62	517	30,65	90	95,96875	25,5	139909315	944,875	-25,3941543	-49,2411146	5231
379	25,5	74	0	2	1293,875	59	540	32,05	90	95,96875	25,5	139909315	944,5	-25,394192	-49,2411518	7675
380	26,5	71,2	102	2	1339,5	52	510	30,25	90	95,96875	25,5	139909320	945,25	-25,394192	-49,2411518	6074
381	27,5	71,2	102	2	1275,625	40	373	22,1	90	95,96875	25,5	139909320	945,25	-25,394236	-49,241192	5814
382	28,19921875	68,8	0	3	1048,125	60	446	26,45	90	95,96875	25,5	139909335	945	-25,394236	-49,241192	5218
383	29,3984375	68,8	0	3	1096,625	61	471	27,95	90	95,96875	25,5	139909335	945	-25,3949596	-49,2418434	7630
384	30	67,6	0	3	1123,25	52	293	17,35	90	95,96875	25,5	139909335	945,25	-25,3949596	-49,2418434	6040
385	30,69921875	58,4	0	3	1143,125	35	267	15,85	91	95,96875	25,40625	139909360	945,5	-25,3949596	-49,2418434	5793
386	31,09765625	57,2	0	3	1154,75	34	272	16,15	91	96,5	25,40625	139909360	945,5	-25,3949596	-49,2418434	5346
387	31,5	58	0	3	1169,625	34	267	15,85	91	96,5	25,40625	139909375	946,125	-25,3949596	-49,2418434	7463
388	31,8984375	57,6	0	3	1186,25	33	268	15,9	91	96,5	25,40625	139909375	945,625	-25,3949596	-49,2418434	6064
389	32,296875	60,8	102	3	1204	37	269	15,95	91	96,5	25,40625	139909405	944,5	-25,3949596	-49,2418434	5987
390	32,796875	66	102	3	1214,25	13	279	16,55	91	96,5	25,40625	139909405	943,5	-25,3949596	-49,2418434	5843
391	33,296875	67,2	0	3	1238	42	405	24	91	96,5	25,40625	139909420	943,25	-25,3949596	-49,2418434	7419
392	33,59765625	60	0	3	1252,25	31	260	15,4	91	96,5	25,40625	139909420	943,125	-25,3949596	-49,2418434	6136
393	33,796875	56,4	102	3	1258,375	28	264	15,65	91	96,5	25,40625	139909430	943,75	-25,3949596	-49,2418434	6099
394	34,19921875	60	102	3	1274,125	32	264	15,65	91	96,5	25,40625	139909430	943,75	-25,3950239	-49,2419062	5346
395	34,3984375	57,6	0	3	963,25	25	181	10,7	91	96,5	25,40625	139909430	943,75	-25,3950914	-49,2419644	7820
396	34,796875	53,6	0	4	951,125	38	245	14,5	91	96,65625	25,40625	139909470	943,125	-25,3952153	-49,2420821	6133
397	35,296875	55,2	0	4	964,75	37	254	15,05	91	96,65625	25,40625	139909470	942,5	-25,3952802	-49,2421421	6013
398	35,59765625	44,8	0	4	974,5	25	162	9,6	91	96,65625	25,40625	139909480	941,5	-25,3953417	-49,2421991	5562
399	35,3984375	17,6	0	4	960	1	35	2,05	91	96,65625	25,40625	139909480	940,5	-25,3954084	-49,2422673	7541
400	35,09765625	0	0	4	958,875	0	0	0	91	96,65625	25,09375	139909495	939,5	-25,3954697	-49,2423455	6137
401	34,69921875	0	0	4	946,75	0	0	0	91	96,9375	25,09375	139909495	939,625	-25,3955396	-49,2424241	5683
402	34,19921875	0	0	4	935,25	0	0	0	91	96,9375	25,09375	139909525	939,625	-25,3955396	-49,2424241	5664
403	33,8984375	0	0	4	925,625	0	0	0	91	96,9375	25,09375	139909525	938,25	-25,3956661	-49,2425494	7630
404	33,5	0	102	4	915,25	0	0	0	91	96,9375	25,09375	139909525	938,75	-25,3956661	-49,2425494	6070
405	33,19921875	0	0	4	907,75	0	0	0	91	96,9375	25,09375	139909545	938,5	-25,3957859	-49,2426664	5835
406	32,69921875	0	0	4	826,875	0	0	0	91	96,9375	25,09375	139909545	938,5	-25,3957859	-49,2426664	5486
407	31,8984375	0	0	3	1185	0	0	0	91	97,21875	25,09375	139909575	938,125	-25,3958498	-49,2427195	7831
408	31,3984375	0	0	3	1168,125	0	0	0	91	97,21875	25,09375	139909575	938,125	-25,3958498	-49,2427195	6140
409	30,69921875	0	0	3	1142,25	0	0	0	91	97,21875	25,09375	139909590	938	-25,3959106	-49,2427701	5684
410	30,19921875	0	0	3	1122,5	0	0	0	91	97,21875	25,09375	139909590	938	-25,3959761	-49,2428198	5779
411	29,8984375	0	0	3	1109,25	0	0	0	91	97,21875	25,09375	139909600	938,5	-25,3959761	-49,2428198	7385
412	29,3984375	0	0	3	1094,25	0	0	0	91	97,5	25,09375	139909600	939	-25,3962265	-49,2430153	6093
413	28,796875	0	0	3	1072,25	0	0	0	91	97,5	25,09375	139909600	939,5	-25,3962265	-49,2430153	5946
414	28,296875	0	0	3	1051,75	0	0	0	91	97,5	25,09375	139909625	939,125	-25,3963512	-49,2431154	5708
415	27,8984375	0	102	3	1041,25	0	0	0	91	97,5	25,09375	139909625	939,125	-25,3964014	-49,243171	7575
416	27,296875	0	102	3	1016,625	0	0	0	91	97,5	25,09375	139909640	938,75	-25,3964539	-49,2432151	6140
417	26,796875	0	0	3	1003,375	0	0	0	91	97,5	25,09375	139909640	938,5	-25,3965099	-49,2432639	5532
418	26,09765625	0	102	3	977	0	0	0	91	97,90625	25,09375	139909640	938,5	-25,3965099	-49,2432639	5702
419	25,8984375	35,6	102	3	962,75	13	90	5,3	91	97,90625	25,09375	139909665	938,125	-25,3966125	-49,2433601	7809
420	25,69921875	53,6	0	3	962,75	38	174	10,3	91	97,90625	25,09375	139909665	938,125	-25,3966125	-49,2433601	6161
421	26,09765625	68,8	102	3	970,125	60	373	22,1	91	97,90625	25,09375	139909675	938,75	-25,3966581	-49,2434037	5682
422	27,19921875	66,4	102	3	1013,375	57	411	24,4	91	97,90625	25,09375	139909675	940,25	-25,3967516	-49,2435011	5346
423	28,09765625	68	0	3	1042,625	59	444	26,35	91	97,90625	25,09375	139909690	939,875	-25,3967516	-49,2435011	7552
424	29	68,8	0	3	1079,875	59	436	25,85	91	97,90625	25,09375	139909690	936,5	-25,3968553	-49,2436009	6110
425	29,69921875	70,8	102	3	1109,125	62	466	27,65	91	97,90625	25,09375	139909690	936,5	-25,3968553	-49,2436009	5770
426	30,59765625	70,8	0	3	1141,25	60	490	29,05	91	97,90625	25,09375	139909715	935,25	-25,3969051	-49,2436463	5358
427	31,3984375	67,6	102	3	1163,625	52	416	24,7	91	98,1875	25,09375	139909715	937,125	-25,3970254	-49,2437401	7563
428	31,69921875	66,4	0	3	1184,75	49	411	24,4	91	98,1875	25,09375	139909725	937,125	-25,3970254	-49,2437401	6081
429	32,19921875	66,4	0	3	1198,125	48	396	23,5	91	98,1875	25,09375	139909725	936,875	-25,3971494	-49,2438504	5857
430	32,59765625	63,2	0	3	1214,25	42	362	21,45	91	98,1875	25,09375	139909760	936,875	-25,3971494	-49,2438504	5333
431	32,796875	63,2	0	3	1216	41	347	20,6	91	98,1875	25,09375	139909760	937	-25,3972647	-49,2439694	7585
432	32,69921875	56	0	3	1211,75	30	250	14,8	91	98,1875	25,09375	139909770	936,5	-25,3973249	-49,2440251	6108
433	32,296875	54,8	0	3	1201,375	29	244	14,45	91	98,1875	25,09375	139909770	937,5	-25,3973911	-49,2440769	6213
434	32,09765625	54,4	0	3	1189,375	29	242	14,35	91	98,1875	25,09375	139909770	937	-25,3973911	-49,2440769	5486
435	31,59765625	56	0	3	1173,625	32	265	15,7	91	98,1875	25	139909785	937	-25,3974465	-49,2441314	7675
