TachographVehicleSpeed	AcceleratorPedalAPPosition1	BrakePedalPosition	CurrentGear	EngineSpeed	ActualEnginePercentTorque[percent]	D_FuelRate	EngineFuelRate	EngineCoolantTemperature	AmbientAirTemp[C]	HRVD_I_TotalVehiclDistancHighRes[m]	D_AxleWeight[kg]
11,09765625	64,4	0	1	1103,5	47	297	17,6	84	14,3125	143065210	5269
13,09765625	70,8	0	1	1337,75	50	419	24,85	84	14,3125	143065210	7731
15,296875	70	0	1	1431,375	44	434	25,75	84	14,3125	143065220	6050
17,3984375	72,4	0	1	1505,375	46	469	27,8	84	14,3125	143065220	5812
19,19921875	72,4	0	1	1143,375	40	326	19,35	84	14,3125	143065220	5371
20,8984375	66,4	0	2	1058,125	74	573	34	84	14,3125	143065230	7632
22,796875	73,6	0	2	1153,25	68	551	32,7	84	14,3125	143065230	6113
24,3984375	57,6	0	2	1235,125	53	574	34,05	84	14,3125	143065235	5812
25,796875	79,6	0	2	1308,375	71	601	35,65	84	14,3125	143065235	5524
27,296875	80,4	0	2	1374,375	54	535	31,75	84	14,3125	143065265	8234
28,59765625	81,6	0	3	1066,875	72	502	29,8	84	14,3125	143065265	6001
30,5	83,6	0	3	1133,25	85	690	40,95	84	14,5	143065270	6231
32,296875	81,2	0	3	1205,75	74	571	33,9	84	14,5	143065270	5193
34,296875	78,4	0	3	1277,375	70	600	35,6	84	14,5	143065295	7910
35,59765625	78,4	0	3	1300,875	54	498	29,55	84	14,5	143065295	6042
37,09765625	78	0	4	1021	78	556	33	84	14,5	143065295	6009
38,59765625	78	0	4	1057,25	79	583	34,6	84	14,3125	143065315	5384
40,09765625	76	0	4	1099,5	74	571	33,9	84	14,3125	143065315	7799
41,5	78	0	4	1135,5	75	588	34,9	84	14,3125	143065335	6098
42,5	78	0	4	1163,75	76	623	36,95	84	14,3125	143065335	5747
43,19921875	68,8	0	4	1192	65	477	28,3	84	14,3125	143065335	5448
43,69921875	72,8	0	4	1199,625	61	495	29,35	84	14,3125	143065370	7832
44	68	0	4	1205,125	51	431	25,55	84	14,3125	143065370	6013
44,296875	72,8	0	4	1208,875	63	465	27,6	84	14,09375	143065395	5658
44,5	72,4	0	4	1224,625	60	472	28	84	14,09375	143065395	5397
45	71,6	0	4	1225,125	59	570	33,8	84	14,09375	143065395	7799
45	72,4	0	4	1222,5	51	541	32,1	85	14,09375	143065435	6195
45	71,2	0	4	1230,75	56	464	27,55	85	14,09375	143065435	6066
45,296875	74	0	4	1235,875	62	530	31,45	85	14,09375	143065445	5078
45,5	72	0	4	1247,375	58	503	29,85	85	14,09375	143065445	8111
45,796875	70,4	0	4	1251,25	54	509	30,2	85	14,09375	143065470	6165
45,796875	75,6	0	4	1258,125	61	522	30,95	85	14,09375	143065470	5901
46,3984375	66,8	0	4	1255,5	49	596	35,35	85	14,09375	143065510	5657
45,796875	55,2	0	4	1259,625	31	536	31,8	85	14,09375	143065510	7799
45,09765625	72,4	0	4	1234,125	58	490	29,05	85	14,09375	143065535	6145
44,59765625	70	0	4	1222,375	55	470	29,3	85	14,09375	143065535	5945
44	68	0	4	1199,75	54	491	29,15	85	14,09375	143065535	5384
43,59765625	75,2	0	4	1195	69	557	33,05	85	14,09375	143065570	7921
43,09765625	78,4	0	4	1180	72	458	27,15	85	14,09375	143065570	6151
42,796875	78	0	4	1174,5	73	525	31,15	85	14,09375	143065595	6151
42,796875	72,8	0	4	1171,375	73	619	36,75	85	14,09375	143065595	5358
42,69921875	75,6	0	4	1157,375	71	542	32,15	85	14,09375	143065610	7877
42,5	76,8	0	4	1157,75	74	623	27,4	85	14,09375	143065610	6008
42,796875	72	0	4	1163,875	57	634	37,6	85	14,09375	143065655	5878
42,796875	73,6	0	4	1176,375	77	614	37,15	85	14,09375	143065655	5333
43,09765625	78,8	0	4	1178,25	80	669	39,7	85	14,09375	143065655	7798
43,19921875	77,6	0	4	1200,25	76	681	40,4	85	14,09375	143065665	6039
43,69921875	82	0	4	1200,5	78	649	38,5	85	14,09375	143065665	5722
44,19921875	85,2	0	4	1210,25	72	657	39	85	14,09375	143065690	5308
44,5	86,8	0	4	1219	72	664	39,4	85	14,09375	143065690	7721
44,8984375	71,6	0	4	1228,75	73	591	35,05	85	14,09375	143065725	6067
45,296875	66	0	4	1242,125	74	494	29,3	85	14,09375	143065725	5655
45,69921875	78	0	4	1266,75	70	383	22,7	85	14,09375	143065750	5606
46,09765625	70,4	0	4	1254,875	65	565	33,5	85	14,09375	143065750	7264
46,296875	70	0	4	1261,625	68	567	33,65	85	14,09375	143065750	6289
46,8984375	72,4	0	4	1291,125	37	542	32,15	85	14,09375	143065790	5677
46,8984375	61,2	0	4	1284,125	33	357	21,15	85	14,09375	143065790	5346
46,3984375	59,2	0	4	1265,875	45	262	15,55	85	14,09375	143065815	8100
46,69921875	66	0	4	1282,625	42	422	25,05	85	14,09375	143065815	6126
46,69921875	67,2	0	4	1271,875	46	425	25,2	85	14,09375	143065830	5811
47	67,2	0	4	1286,625	31	382	22,65	85	14,09375	143065830	5346
47	65,2	0	4	1285,375	27	264	15,65	85	14,09375	143065870	7598
47,19921875	54,4	0	4	1288,375	29	258	15,3	85	14,09375	143065870	6049
47,59765625	59,6	0	4	1302,625	29	307	18,2	85	14,09375	143065895	5789
47,19921875	51,6	0	4	1303,25	27	206	12,2	85	14,09375	143065895	5473
47,5	59,6	0	4	1294	27	254	15,05	85	14,09375	143065895	7821
47,69921875	54,8	0	4	1303,75	19	208	12,35	85	14,09375	143065935	6016
48	55,6	0	4	1310,875	26	238	14,1	85	14,09375	143065935	6499
48,5	51,6	0	4	1341,5	25	246	14,6	85	14,09375	143065960	5422
48,296875	59,2	0	4	1322,25	22	237	14,05	85	14,09375	143065960	7665
48,59765625	57,2	0	4	1332,75	27	267	15,85	85	14,09375	143065985	6118
48,09765625	42	0	4	1315,875	11	103	6,1	85	14,09375	143065985	6007
48,296875	38	0	4	1329,75	10	88	5,2	85	14,09375	143066030	5460
48,296875	43,6	0	4	1326,5	11	130	7,7	85	14,09375	143066030	7866
48,09765625	44,4	0	4	1314,875	8	92	5,45	85	14,09375	143066030	6028
48,19921875	58,4	0	4	1321,875	17	185	10,95	85	14,09375	143066040	5768
48,3984375	48,8	0	4	1325,375	17	145	8,6	85	14,09375	143066040	5473
48,19921875	49,2	0	4	1326,25	19	171	10,15	85	13,90625	143066095	7576
48,796875	48	0	4	1343,25	16	163	9,65	85	13,90625	143066095	6040
48,19921875	0	0	4	1317,75	0	0	0	85	13,90625	143066110	5724
48,09765625	0	0	4	1312,375	0	0	0	85	13,90625	143066110	5702
47,59765625	0	0	4	1301,625	0	0	0	85	13,90625	143066135	5702
47,19921875	0	0	4	1290,625	0	0	0	85	13,90625	143066135	6069
46,8984375	0	0	4	1278,5	0	0	0	85	13,90625	143066135	5721
46,59765625	0	0	4	1271	0	0	0	85	13,90625	143066175	6129
46,19921875	38	0	4	1264,125	8	38	2,25	85	13,90625	143066175	7553
46,19921875	52,4	0	4	1256,625	23	145	8,6	85	13,90625	143066200	6037
46,5	59,2	0	4	1274,625	32	281	16,65	85	13,90625	143066200	5767
47	55,2	0	4	1288	40	399	23,65	85	13,90625	143066215	5651
47,19921875	59,2	0	4	1291,625	31	266	15,75	85	13,90625	143066215	7654
47,19921875	59,2	0	4	1292,5	29	254	15,05	85	13,90625	143066265	6077
47,09765625	48	0	4	1295,875	17	186	11	85	13,90625	143066265	5812
47,296875	63,2	0	4	1283,125	29	206	12,2	85	13,90625	143066280	5690
47,59765625	61,2	0	4	1306,125	33	325	19,25	85	13,90625	143066280	7565
47,8984375	66,4	0	4	1311,375	41	297	17,6	85	13,90625	143066280	6239
48,09765625	62,8	0	4	1314,625	33	256	15,2	85	13,90625	143066330	5921
48,19921875	58,4	0	4	1323,875	30	300	17,8	85	13,90625	143066330	5690
48,5	65,6	0	4	1325,875	32	248	14,7	85	13,71875	143066345	7386
48,5	54	0	4	1324,625	25	251	14,9	85	13,71875	143066345	6072
48,5	60	0	4	1327,625	30	279	16,55	85	13,71875	143066370	5876
48,69921875	61,6	0	4	1334,625	34	327	19,4	85	13,71875	143066370	5371
48,8984375	55,2	0	4	1335,5	26	298	17,65	85	13,71875	143066410	7744
48,8984375	58	0	4	1335,875	28	248	14,7	85	13,71875	143066410	6024
48,8984375	56	0	4	1334,625	25	248	14,7	85	13,71875	143066410	5590
48,796875	50,4	0	4	1329,375	20	192	11,4	85	13,90625	143066440	5346
48,5	50,4	0	4	1319,875	19	135	8	85	13,90625	143066440	7465
48,3984375	53,6	0	4	1320,375	22	162	9,6	85	13,90625	143066480	6116
48,09765625	48	0	4	1308,375	18	162	9,6	85	13,90625	143066480	5634
48	46,8	0	4	1312,125	17	191	11,3	85	13,90625	143066495	5511
47,796875	54,4	0	4	1310,25	17	181	10,7	85	13,90625	143066495	7409
47,3984375	54	0	4	1298,625	24	202	11,95	85	13,90625	143066520	6145
47	56	0	4	1269,875	22	124	7,35	85	13,90625	143066520	6056
47,59765625	57,6	0	4	1302,375	33	348	20,65	85	13,90625	143066520	5448
47,296875	60,8	0	4	1290,75	32	267	15,85	85	13,90625	143066560	7565
47,19921875	56	0	4	1294,125	28	219	13	85	13,90625	143066560	6069
47,09765625	60	0	4	1287,875	31	243	14,4	85	13,90625	143066585	5767
46,8984375	54,8	0	4	1281,875	28	261	15,45	85	13,90625	143066585	5422
46,796875	62,8	0	4	1282,375	38	349	20,7	85	13,90625	143066585	7542
46,69921875	68,4	0	4	1280,125	39	475	28,2	85	13,90625	143066625	6089
46,59765625	66,4	0	4	1265,375	46	415	24,6	85	13,90625	143066625	5723
46,5	66,4	0	4	1269,625	43	349	20,7	85	13,90625	143066650	5473
46,59765625	68,4	0	4	1275,125	41	389	23,05	85	13,90625	143066650	7776
46,5	59,6	0	4	1269,125	50	351	20,8	85	13,90625	143066665	6147
46,59765625	62	0	4	1271,875	38	420	24,9	85	13,90625	143066665	5722
47,19921875	73,2	0	4	1302	56	577	34,25	85	13,90625	143066665	5722
47	72	0	4	1277,375	53	408	24,2	85	13,90625	143066715	7877
46,796875	70,8	0	4	1276	51	443	26,3	85	13,90625	143066715	6009
47,09765625	74,4	0	4	1288,125	44	607	36	85	13,90625	143066730	5811
46,69921875	64	0	4	1274,75	44	305	18,1	85	13,90625	143066730	5499
46,3984375	32	0	4	1262,5	11	127	7,5	85	13,90625	143066755	7921
45,796875	63,6	0	4	1267	29	258	15,3	85	13,90625	143066755	6158
45,296875	60,4	0	4	1241,125	33	300	17,8	85	13,90625	143066795	6387
45,09765625	65,2	0	4	1234,625	44	341	20,2	85	13,90625	143066795	5295
45,09765625	68	0	4	1235,625	49	507	30,1	85	13,90625	143066795	7999
45,296875	65,6	0	4	1242,875	42	412	24,45	85	13,90625	143066820	6070
45	60,4	0	4	1223,5	32	218	12,9	85	13,90625	143066820	5878
45,09765625	66,4	0	4	1230,25	34	388	23	86	13,90625	143066855	5333
45,5	65,6	0	4	1251,25	36	501	29,7	86	13,90625	143066855	7587
45,3984375	60	0	4	1243,25	33	368	21,85	85	13,90625	143066880	6298
45,19921875	66,4	0	4	1242,875	44	315	18,7	86	13,90625	143066880	5857
45,19921875	63,6	0	4	1236,875	42	354	21	86	13,90625	143066895	5575
45,3984375	66,4	0	4	1241,5	46	329	19,5	86	13,90625	143066895	7620
45,8984375	68	0	4	1253,875	51	442	26,2	86	13,90625	143066895	6096
46,3984375	67,6	0	4	1267	47	420	24,9	86	13,71875	143066945	5969
46,59765625	64,8	0	4	1269,375	39	351	20,8	86	13,71875	143066945	5435
46,59765625	62,4	0	4	1265,625	36	303	17,95	86	13,71875	143066960	7465
47,19921875	66	0	4	1292,875	47	367	21,75	86	13,71875	143066960	6160
47,296875	59,2	0	4	1293,625	37	335	19,85	86	13,71875	143066995	5855
47,5	68,8	0	4	1297,25	45	403	23,9	86	13,71875	143066995	5409
48,09765625	70	0	4	1311	50	571	33,9	86	13,71875	143067025	7731
48,59765625	71,6	0	4	1310,125	35	554	32,85	86	13,71875	143067025	6083
48,8984375	68,8	0	4	1338,5	53	349	20,7	86	13,71875	143067050	5745
49,19921875	70	0	4	1344,75	50	383	22,7	86	13,71875	143067050	5282
49,5	68,4	0	4	1354,5	46	288	17,1	86	13,71875	143067050	7609
50,19921875	66	0	4	1363,375	45	455	27	86	13,71875	143067090	6043
50,59765625	70,8	0	4	1381,75	47	380	22,55	86	13,71875	143067090	5767
50,796875	70,4	0	4	1400,875	46	387	22,95	86	13,71875	143067120	5626
51,296875	66,4	0	4	1417,375	43	524	31,1	86	13,71875	143067120	7331
51,69921875	77,6	0	4	1418,75	61	635	37,7	86	13,71875	143067160	6123
51,59765625	61,2	0	4	1409,75	34	378	22,4	86	13,71875	143067160	5946
51,19921875	69,2	0	4	1399,375	45	546	32,4	86	13,71875	143067175	5448
50,59765625	73,2	0	4	1380,5	49	319	18,9	86	13,71875	143067175	7877
49	76	0	4	1359,625	32	237	14,05	86	13,71875	143067175	6288
49,296875	78,4	0	4	1314,375	73	643	38,15	86	13,71875	143067205	5459
47,3984375	76	0	4	1298	63	558	33,1	86	13,71875	143067205	5308
46,5	84	0	4	1263,125	81	722	42,85	86	13,71875	143067245	7609
45,59765625	83,2	0	4	1248,75	85	765	45,4	86	13,71875	143067245	5985
45,09765625	85,2	0	4	1221,5	79	578	34,3	86	13,71875	143067270	5986
44,3984375	99,6	0	4	1197,5	85	553	32,8	86	13,71875	143067270	5346
44,09765625	89,2	0	4	1208	95	814	48,3	86	13,71875	143067285	7665
44,09765625	94,8	0	4	1207,875	96	825	48,95	86	13,71875	143067285	6070
44,09765625	88,4	0	4	1206,625	96	828	49,15	86	13,71875	143067335	5987
43,796875	80,4	0	4	1181,625	77	648	38,45	86	13,71875	143067335	5473
42,8984375	88,4	0	4	1199,25	91	808	47,95	86	13,71875	143067335	8212
42,8984375	86,4	0	4	1167	95	810	48,05	86	13,71875	143067345	6059
42,5	81,6	0	4	1158,625	93	803	47,65	86	13,71875	143067345	5854
42,19921875	88,8	0	4	1155,75	96	797	47,3	87	13,71875	143067395	5269
41,8984375	88	0	4	1140,125	89	700	41,55	87	13,71875	143067395	7755
41,296875	84	0	4	1125,875	88	713	42,3	87	13,71875	143067405	6096
41,19921875	81,6	0	4	1126	87	727	43,15	87	13,71875	143067405	5678
40,8984375	81,6	0	4	1112,125	89	711	42,2	87	13,71875	143067425	5269
40,69921875	78,8	0	4	1115,375	94	763	45,3	87	13,71875	143067425	7788
40,59765625	89,6	0	4	1112,75	94	760	45,1	87	13,71875	143067460	6031
40,3984375	85,6	0	4	1102,25	95	751	44,55	87	13,71875	143067460	5789
39,69921875	93,2	0	4	1080,25	78	532	31,55	87	13,71875	143067460	5193
39,8984375	82,4	0	4	1082,875	95	757	44,9	87	13,71875	143067485	7553
39,796875	88,8	0	4	1089,25	95	752	44,65	88	13,71875	143067485	6188
39,59765625	92	0	4	1082,75	95	747	44,35	88	13,71875	143067515	5677
39,19921875	78	0	4	1072,75	88	687	40,75	88	13,71875	143067515	5358
39,296875	83,6	0	4	1082,625	81	576	34,2	88	13,71875	143067540	7487
37,296875	68,8	0	4	1475,75	37	450	26,7	88	13,71875	143067540	6029
36,09765625	68,8	0	3	1336,625	46	370	21,95	88	13,71875	143067550	5614
35,796875	82,8	0	3	1336,375	62	630	37,4	88	13,71875	143067550	5511
34,8984375	74	0	3	1299,5	63	455	27	88	13,71875	143067550	7889
34,69921875	78,8	0	3	1300,375	76	680	40,35	88	13,71875	143067580	6074
34,59765625	79,6	0	3	1292,25	83	677	40,15	88	13,71875	143067580	5678
34,69921875	85,6	0	3	1296,5	75	732	43,45	88	13,71875	143067580	5651
34,19921875	78,8	0	3	1265,625	62	611	36,25	88	13,71875	143067600	7286
35	80,4	0	3	1305,25	79	760	45,1	88	13,71875	143067600	5913
35,296875	67,2	0	3	1320,625	51	632	37,5	88	13,71875	143067630	6078
35,09765625	68,4	0	3	1314,875	42	433	25,7	88	13,71875	143067630	5206
34,19921875	73,2	0	3	1265,625	30	245	14,5	88	13,71875	143067650	8067
34,69921875	66,4	0	3	1285,125	39	464	27,55	88	13,71875	143067650	6089
34,3984375	66,4	0	3	1223,375	30	242	14,35	88	13,71875	143067650	5676
33,5	20,4	102	4	907,375	0	0	0	88	13,71875	143067665	5562
32,8984375	75,2	0	3	1229,875	29	230	13,65	88	13,71875	143067665	7353
32,69921875	81,6	0	3	1226,625	30	249	14,75	88	13,71875	143067695	5951
33,19921875	68,4	0	3	1232	61	482	28,6	88	13,71875	143067695	5790
33,69921875	70,4	0	3	1254,125	48	368	21,85	89	13,71875	143067705	5206
34,69921875	67,6	0	3	1285,625	58	464	27,55	89	13,71875	143067705	7765
36,296875	89,2	0	3	1351,875	75	762	45,2	89	13,71875	143067725	6111
37,69921875	76	0	3	1396,375	60	631	37,45	89	13,71875	143067725	5988
38,5	75,2	0	3	1057,375	47	356	21,1	89	13,71875	143067750	5371
39,69921875	76,8	0	4	1088,5	85	720	42,75	89	13,71875	143067750	7754
40,19921875	74	0	4	1096,375	93	755	44,8	89	13,71875	143067750	5980
40,59765625	80,4	0	4	1108,375	71	549	32,55	89	13,71875	143067775	5919
40,59765625	73,2	0	4	1121,125	70	451	26,75	89	13,71875	143067775	5460
41,09765625	68,8	0	4	1121,125	55	657	39	89	13,71875	143067805	8291
40,59765625	59,2	0	4	1108,75	34	297	17,6	89	13,71875	143067805	6084
40,5	65,2	0	4	1109,75	55	344	20,4	89	13,71875	143067830	5882
40,09765625	59,2	0	4	1100,125	41	337	20	89	13,71875	143067830	5409
40,3984375	81,2	0	4	1119,875	68	507	30,1	89	13,71875	143067840	8067
41,09765625	75,2	0	4	1116,25	71	438	26	89	13,71875	143067840	6088
41,3984375	70	0	4	1133,75	60	487	28,9	89	13,71875	143067840	5813
42,296875	63,2	0	4	1159,125	46	555	32,95	89	13,71875	143067885	5511
43,19921875	71,6	0	4	1173,75	57	396	23,5	89	13,71875	143067885	7609
43,5	65,2	0	4	1188,625	46	329	19,5	89	13,71875	143067900	5958
43,796875	53,2	0	4	1189,375	28	184	10,9	89	13,71875	143067900	5945
43,09765625	0	0	4	1179,25	0	0	0	89	13,71875	143067945	5639
42,3984375	0	0	4	1155,875	0	0	0	89	13,71875	143067945	7353
41,5	0	0	4	1135	0	0	0	89	13,71875	143067960	6059
41,09765625	0	0	4	1122,375	0	0	0	89	13,71875	143067960	5745
40,796875	0	0	4	1112,875	0	0	0	89	13,59375	143067980	5448
40,3984375	0	0	4	1105,875	0	0	0	89	13,59375	143067980	7966
40,09765625	0	0	4	1095,5	0	0	0	89	13,59375	143067980	6040
40,296875	0	0	4	1099,25	0	0	0	89	13,59375	143068015	5920
40,5	0	0	4	1109,625	0	0	0	89	13,59375	143068015	5626
40,8984375	0	0	4	1114,75	0	0	0	89	13,59375	143068035	7520
41,3984375	0	0	4	1139,25	0	0	0	89	13,59375	143068035	6124
42,296875	0	0	4	1156,5	0	0	0	89	13,59375	143068070	5788
43,3984375	0	0	4	1182,875	0	0	0	89	13,59375	143068070	5435
44,296875	0	0	4	1212	0	0	0	89	13,59375	143068085	7642
45,09765625	0	0	4	1236,25	0	0	0	89	13,59375	143068085	6138
45,796875	0	0	4	1253,625	0	0	0	89	13,59375	143068085	5744
46,3984375	0	0	4	1271,25	0	0	0	89	13,59375	143068110	5511
47,09765625	0	0	4	1288,375	0	0	0	89	13,59375	143068110	7498
48	0	0	4	1315,125	0	0	0	89	13,59375	143068145	6235
48,59765625	0	0	4	1326,75	0	0	0	89	13,59375	143068145	5767
49,296875	0	0	4	1351,875	0	0	0	89	13,59375	143068170	5766
50,09765625	0	0	4	1371,25	0	0	0	89	13,59375	143068170	7989
50,796875	0	0	4	1391,875	0	0	0	89	13,59375	143068200	6020
51,19921875	0	0	4	1403,375	0	0	0	88	13,59375	143068200	5832
51,5	0	0	4	1410,875	0	0	0	88	13,59375	143068240	5639
51,796875	0	0	4	1415,25	0	0	0	88	13,59375	143068240	7640
51,69921875	0	0	4	1414,875	0	0	0	88	13,59375	143068240	6166
51,3984375	0	0	4	1406,625	0	0	0	88	13,59375	143068255	5613
51	0	0	4	1392,75	0	0	0	88	13,59375	143068255	5626
50,5	0	0	4	1378,125	0	0	0	88	13,59375	143068315	7119
49,796875	12,4	0	4	1362,25	0	0	0	88	13,59375	143068315	6227
49,19921875	16,4	0	4	1344,125	0	0	0	88	13,59375	143068325	5722
48,5	32	0	4	1326,75	4	8	0,45	88	13,59375	143068325	5473
48	44,4	0	4	1314	13	76	4,5	88	13,59375	143068355	7553
47,59765625	50,4	0	4	1295,875	21	183	10,85	88	13,59375	143068355	6046
47,796875	55,2	0	4	1300,5	27	238	14,1	88	13,59375	143068355	5857
47,8984375	58	0	4	1310,125	25	240	14,25	88	13,59375	143068395	5830
48	61,6	0	4	1310,25	31	370	21,95	88	13,59375	143068395	7609
47,69921875	67,2	0	4	1301,375	43	317	18,8	88	13,59375	143068420	5937
47,796875	65,6	0	4	1302,375	41	310	18,4	88	13,59375	143068420	5789
47,5	57,2	0	4	1286,125	19	126	7,45	88	13,59375	143068460	5690
47,296875	60,4	0	4	1292,5	36	282	16,7	88	13,59375	143068460	7999
47,296875	62,4	0	4	1296,625	37	268	15,9	88	13,59375	143068490	6069
47,3984375	60,8	0	4	1293,75	33	241	14,3	88	13,59375	143068490	5746
47,59765625	59,6	0	4	1301	32	262	15,55	88	13,59375	143068490	5422
47,5	62,4	0	4	1311,25	28	261	15,45	88	13,59375	143068500	7787
47,8984375	58,4	0	4	1312,625	31	288	17,1	88	13,59375	143068500	5991
48,296875	58,4	0	4	1321,875	32	337	20	88	13,59375	143068555	5899
48,796875	64	0	4	1335,875	30	269	15,95	88	13,59375	143068555	5384
48,8984375	0	0	4	1341,875	12	230	13,65	88	13,59375	143068565	8189
48,3984375	0	0	4	1323,5	0	0	0	88	13,59375	143068565	5852
48,3984375	0	0	4	1322,875	0	0	0	88	13,59375	143068565	5522
48,3984375	0	0	4	1322,5	0	0	0	88	13,59375	143068610	5715
48,3984375	0	0	4	1323,125	0	0	0	88	13,59375	143068610	7999
48,59765625	0	0	4	1330,625	0	0	0	88	13,59375	143068635	6002
48,8984375	0	0	4	1335	0	0	0	88	13,59375	143068635	5634
49	0	0	4	1340,75	0	0	0	88	13,59375	143068635	5448
49,296875	0	0	4	1347,125	0	0	0	88	13,59375	143068660	7799
49,5	0	0	4	1350,75	0	0	0	88	13,59375	143068660	6215
49,59765625	0	0	4	1360,125	0	0	0	88	13,59375	143068705	5921
50	0	0	4	1367,25	0	0	0	88	13,59375	143068705	5409
50,5	0	0	4	1379,5	0	0	0	88	13,59375	143068730	8234
51	0	0	4	1391,25	0	0	0	88	13,59375	143068730	6116
51,59765625	0	0	4	1410,375	0	0	0	88	13,59375	143068745	5834
52,09765625	0	0	4	1422,5	0	0	0	88	13,59375	143068745	5779
52,296875	0	0	4	1436,125	0	0	0	88	13,59375	143068745	7508
52,59765625	0	0	4	1437,75	0	0	0	88	13,71875	143068785	6095
52,59765625	0	0	4	1438,5	0	0	0	88	13,71875	143068785	6031
52,3984375	0	0	4	1431,5	0	0	0	88	13,71875	143068815	5575
52	0	0	4	1424,875	0	0	0	88	13,71875	143068815	7754
51,5	0	0	4	1407,375	0	0	0	87	13,71875	143068860	6012
50,69921875	43,2	0	4	1390,5	10	7	0	87	13,71875	143068860	5856
50,19921875	48,4	0	4	1371,5	17	161	9,55	87	13,71875	143068890	5562
50,09765625	64,4	0	4	1364,125	37	402	23,85	87	13,71875	143068890	7910
49,69921875	64,8	0	4	1355,25	37	354	21	87	13,71875	143068900	6178
49,69921875	76,8	0	4	1357,75	61	571	33,9	87	13,71875	143068900	5656
49,5	80,8	0	4	1351	65	559	33,15	87	13,71875	143068900	5397
49,19921875	75,6	0	4	1353,875	58	494	29,3	87	13,59375	143068960	7922
49,69921875	76,4	0	4	1350,375	65	644	38,2	87	13,59375	143068960	6065
49,69921875	80,8	0	4	1354,875	66	587	34,85	87	13,59375	143068970	6030
49,69921875	72	0	4	1354,5	55	645	38,25	87	13,59375	143068970	5613
49,3984375	78,8	102	4	1359,375	58	537	31,85	87	13,71875	143069025	7476
49,59765625	75,2	0	4	1350,125	62	585	34,7	87	13,71875	143069025	6105
49,5	77,6	0	4	1353,125	62	583	34,6	87	13,71875	143069040	5877
49,59765625	81,2	0	4	1336,875	57	491	29,15	87	13,71875	143069040	5397
49,3984375	70	0	4	1349,375	59	639	37,9	87	13,71875	143069040	7777
49,5	76	0	4	1349,125	68	641	38,05	87	13,59375	143069070	6023
49,5	78	0	4	1349,75	58	563	33,4	87	13,59375	143069070	5634
49,19921875	70	0	4	1343,75	48	452	26,8	87	13,59375	143069110	5384
49	72,8	0	4	1348,625	48	345	20,45	87	13,59375	143069110	7565
48,59765625	70,4	0	4	1324,125	52	465	27,6	87	13,59375	143069135	6133
48,19921875	59,2	0	4	1317,5	32	363	21,55	87	13,59375	143069135	5828
48,09765625	63,6	0	4	1318	38	535	31,75	87	13,71875	143069175	5511
47,59765625	68,8	0	4	1305,375	49	481	28,55	87	13,71875	143069175	7609
47,59765625	67,2	0	4	1303,375	48	443	26,3	87	13,71875	143069205	5994
47,8984375	81,2	0	4	1307,75	63	559	33,15	87	13,71875	143069205	5832
48	63,6	0	4	1307,75	50	421	24,95	87	13,71875	143069205	5588
48,19921875	62,4	0	4	1318	38	336	19,95	87	13,71875	143069215	7219
48,59765625	70,8	0	4	1334,25	48	423	25,1	87	13,71875	143069215	6157
48,796875	58,8	0	4	1333,75	33	339	20,1	87	13,71875	143069255	5856
48,59765625	0	0	4	1326,25	0	0	0	87	13,71875	143069255	5358
48,3984375	0	0	4	1324,625	0	0	0	87	13,71875	143069285	7498
48,5	0	0	4	1326,125	0	0	0	87	13,71875	143069285	5907
48,796875	0	0	4	1332,875	0	0	0	87	13,71875	143069310	5723
49,09765625	0	0	4	1342,375	0	0	0	87	13,71875	143069310	5448
49,3984375	0	0	4	1349,75	0	0	0	87	13,71875	143069310	8224
49,69921875	0	0	4	1360,875	0	0	0	87	13,71875	143069350	5952
50	0	0	4	1365,875	0	0	0	87	13,71875	143069350	5921
49,8984375	0	0	4	1365,25	0	0	0	87	13,71875	143069380	5537
49,69921875	0	0	4	1358,75	0	0	0	87	13,71875	143069380	7955
49,3984375	0	0	4	1349	0	0	0	87	13,71875	143069420	6216
48,8984375	0	0	4	1339,25	0	0	0	87	13,71875	143069420	5701
48,5	0	0	4	1325,5	0	0	0	87	13,71875	143069435	5473
48,09765625	0	0	4	1317	0	0	0	87	13,71875	143069435	7732
47,69921875	0	0	4	1305,625	0	0	0	87	13,71875	143069460	6135
47,3984375	0	0	4	1296,625	0	0	0	87	13,71875	143069460	5856
47	0	0	4	1287,125	0	0	0	87	13,71875	143069460	5741
46,5	0	0	4	1272,125	0	0	0	87	13,71875	143069500	7442
46,09765625	0	0	4	1261,75	0	0	0	87	13,71875	143069500	6098
45,796875	0	0	4	1251,25	0	0	0	87	13,71875	143069525	5703
45,19921875	0	0	4	1236,875	0	0	0	87	13,71875	143069525	5486
44,796875	0	0	4	1225,5	0	0	0	87	13,71875	143069565	7721
44,296875	0	0	4	1211,25	0	0	0	87	13,71875	143069565	6028
43,796875	0	0	4	1195,875	0	0	0	87	13,71875	143069590	5747
43,5	0	0	4	1192,875	0	0	0	87	13,71875	143069590	5664
43,09765625	0	0	4	1179	0	0	0	87	13,71875	143069590	7542
42,796875	0	0	4	1170	0	0	0	87	13,71875	143069600	6116
42,796875	0	0	4	1169,875	0	0	0	87	13,71875	143069600	5656
42,3984375	0	0	4	1158,625	0	0	0	87	13,71875	143069650	5613
42	0	0	4	1149	0	0	0	87	13,71875	143069650	7508
