TachographVehicleSpeed	AcceleratorPedalAPPosition1	BrakePedalPosition	CurrentGear	EngineSpeed	ActualEnginePercentTorque[percent]	D_FuelRate	EngineFuelRate	EngineCoolantTemperature	AmbientAirTemp[C]	HRVD_I_TotalVehiclDistancHighRes[m]	D_AxleWeight[kg]
41,69921875	0	0	4	1139,5	0	0	0	87	13,71875	143069660	6033
41,5	0	0	4	1134,375	0	0	0	87	13,71875	143069660	5767
41,5	0	0	4	1133,5	0	0	0	87	13,71875	143069660	5575
41,3984375	0	0	4	1130,875	0	0	0	87	13,71875	143069695	7487
41,5	0	0	4	1134	0	0	0	87	13,71875	143069695	6053
41,69921875	0	0	4	1141,5	0	0	0	87	13,71875	143069720	5702
42,19921875	0	0	4	1153,5	0	0	0	87	13,71875	143069720	5460
42,8984375	0	0	4	1172	0	0	0	87	13,71875	143069720	7776
43,5	0	0	4	1190	0	0	0	87	13,71875	143069745	6033
44,19921875	0	0	4	1209,125	0	0	0	87	13,71875	143069745	5899
44,8984375	0	0	4	1230,875	0	0	0	87	13,71875	143069780	5409
46	0	0	4	1258,625	0	0	0	86	13,71875	143069780	8000
47,3984375	0	0	4	1297,125	0	0	0	86	13,71875	143069805	5950
48,59765625	0	0	4	1330,625	0	0	0	86	13,71875	143069805	5657
49,8984375	0	4	4	1365,25	0	0	0	86	13,71875	143069815	5562
50,8984375	0	6	4	1393,875	0	0	0	86	13,71875	143069815	7397
50,5	0	7,2	4	1378,5	0	0	0	86	13,71875	143069815	6131
50,296875	0	0,4	4	1384,125	0	0	0	86	13,71875	143069855	5788
52	0	1,6	4	1421	0	0	0	86	13,71875	143069855	5639
53	0	4,4	4	1454,75	0	0	0	86	13,71875	143069885	7464
53,59765625	0	7,2	4	1465,25	0	0	0	86	13,71875	143069885	6131
53,09765625	0	6,8	4	1453,25	0	0	0	86	13,71875	143069930	5788
52,3984375	0	5,6	4	1433	0	0	0	86	13,71875	143069930	5639
53	0	1,2	4	1450,5	0	0	0	86	13,71875	143069960	7464
54,09765625	0	2,8	4	1479,75	0	0	0	86	13,71875	143069960	6131
55	0	2	4	1504,375	0	0	0	86	13,71875	143069960	5788
55,59765625	0	0	4	1523,875	0	0	0	86	13,71875	143069990	5639
55,5	0	0	4	1519,375	0	0	0	86	13,71875	143069990	7464
55,19921875	0	0	4	1508,75	0	0	0	86	13,71875	143070035	6131
55,296875	0	0	4	1511,75	0	0	0	86	13,71875	143070035	5788
55,296875	0	0	4	1511	0	0	0	86	13,71875	143070050	5639
55,3984375	0	0	4	1512,625	0	0	0	86	13,71875	143070050	7464
55,3984375	0	0	4	1515,25	0	0	0	86	13,71875	143070110	6131
55,19921875	0	0	4	1508,125	0	0	0	86	13,71875	143070110	5788
54,8984375	0	0	4	1505,875	0	0	0	86	13,71875	143070125	5639
54,5	0	0	4	1491,875	0	0	0	86	13,71875	143070125	7275
54	0	0	4	1478,625	0	0	0	86	13,71875	143070125	6145
53,3984375	0	0	4	1461,125	0	0	0	86	13,59375	143070155	5744
52,796875	0	0	4	1443,875	0	0	0	86	13,59375	143070155	5473
52,3984375	0	0	4	1433,5	0	0	0	85	13,59375	143070200	7977
52	0	0	4	1418,375	0	0	0	85	13,59375	143070200	6139
51,5	0	0	4	1409,625	0	0	0	85	13,59375	143070230	5832
50,8984375	0	0	4	1391,375	0	0	0	85	13,59375	143070230	5499
50,3984375	0	0	4	1375,375	0	0	0	85	13,71875	143070275	7742
49,8984375	0	0	4	1365,125	0	0	0	85	13,71875	143070275	6148
49,3984375	0	0	4	1348,875	0	0	0	85	13,71875	143070275	5788
48,8984375	0	0	4	1338,375	0	0	0	85	13,71875	143070300	5550
48,5	0	0	4	1327,125	0	0	0	85	13,71875	143070300	7642
48,09765625	0	0	4	1314,5	0	0	0	85	13,71875	143070315	6073
47,5	0	0	4	1297,625	0	0	0	85	13,71875	143070315	5612
47,09765625	0	0	4	1287,625	0	0	0	85	13,71875	143070370	5473
46,5	0	0	4	1276,25	0	0	0	85	13,71875	143070370	7654
46,09765625	0	0	4	1262,75	0	0	0	85	13,71875	143070380	6118
45,69921875	0	0	4	1250,125	0	0	0	85	13,71875	143070380	5722
45,19921875	0	0	4	1234,125	0	0	0	85	13,71875	143070405	5422
44,69921875	0	0	4	1221,625	0	0	0	85	13,71875	143070405	7643
44,09765625	0	0	4	1204,625	0	0	0	85	13,71875	143070405	6088
43,5	0	0	4	1189,25	0	0	0	85	13,71875	143070445	5834
43	0	0	4	1177,625	0	0	0	85	13,71875	143070445	5460
42,5	0	0	4	1164,375	0	0	0	85	13,71875	143070470	7475
41,8984375	0	0	4	1144,625	0	0	0	85	13,71875	143070470	6095
41,296875	0	0	4	1129,375	0	0	0	85	13,71875	143070505	5811
40,69921875	0	4	4	1110,125	0	0	0	85	13,71875	143070505	5639
38,69921875	0	102	4	1057,875	0	0	0	85	13,71875	143070515	7475
36,5	0	17,6	4	1173,875	0	0	0	85	13,71875	143070515	6212
33,3984375	0	17,6	3	1240,125	0	0	0	85	13,71875	143070535	5677
29,59765625	0	14,8	3	1075,25	0	0	0	85	13,71875	143070535	5639
25,8984375	0	10,4	3	1315,875	0	0	0	85	13,71875	143070535	7475
23,296875	0	12	2	1167,75	0	0	0	85	13,71875	143070565	6212
20,296875	0	12	2	1017,125	0	0	0	85	13,71875	143070565	5677
17,19921875	0	102	2	861,375	0	0	0	85	13,71875	143070565	5639
14,796875	0	19,6	2	739,125	0	0	0	85	13,71875	143070575	7475
12,296875	0	32,4	2	602,125	7	27	1,6	85	13,71875	143070575	6212
8,69921875	0	102	1	596,25	13	52	3,05	85	13,71875	143070590	5677
4,796875	0	27,6	1	601,75	12	45	2,65	85	13,71875	143070590	5639
2,8984375	0	23,2	1	600,25	11	45	2,65	85	13,59375	143070595	7475
1,59765625	0	25,2	1	600,25	11	44	2,6	85	13,59375	143070595	6212
1,09765625	0	29,2	1	599,25	11	45	2,65	85	13,59375	143070595	5745
0,296875	0	29,2	1	599,75	11	44	2,6	85	13,59375	143070600	5435
0	0	102	1	600,25	11	45	2,65	85	13,59375	143070600	7609
0	0	28,4	1	598,625	11	45	2,65	85	13,59375	143070600	6077
0	0	25,6	1	599,25	11	45	2,65	85	13,59375	143070600	5768
0	0	25,2	1	599,125	12	46	2,7	85	13,71875	143070600	5460
0	0	17,6	1	600,25	11	45	2,65	85	13,71875	143070600	7620
0	0	0	1	584,875	13	48	2,85	85	13,71875	143070600	6057
0,5	0	0	1	589,75	25	97	5,75	85	13,71875	143070600	5811
2,19921875	30,4	0	1	601,875	24	94	5,55	85	13,71875	143070600	5320
3,296875	43,2	0	1	704,5	31	140	8,3	85	13,71875	143070600	7686
5	48,4	0	1	865	32	194	11,5	85	13,71875	143070600	6042
6,796875	53,2	0	1	966,75	35	228	13,5	85	13,71875	143070600	5767
8,796875	56,4	0	1	1060,625	36	259	15,35	85	13,71875	143070600	5269
10,59765625	59,2	0	1	1137,25	37	290	17,2	85	13,71875	143070605	7721
12,296875	61,2	0	1	1202,625	38	312	18,5	85	13,71875	143070605	6063
13,796875	57,6	0	1	1213,5	32	262	15,55	85	13,71875	143070610	5789
14,796875	42	0	1	1167,75	17	185	10,95	85	13,71875	143070610	5346
15,5	60,8	0	1	1255,125	36	316	18,75	85	13,71875	143070615	7787
16,59765625	62,8	0	1	1362,25	38	365	21,65	85	13,71875	143070615	6075
17,59765625	66,4	0	1	1408,25	40	387	22,95	85	13,71875	143070615	5811
19,09765625	70	0	1	1178,125	35	298	17,65	85	13,90625	143070630	5333
20,59765625	68,4	0	2	1042,875	60	533	31,6	85	13,90625	143070630	7564
22,296875	69,2	0	2	1123,875	58	478	28,35	85	13,90625	143070635	6025
24	69,6	0	2	1211	54	447	26,5	85	13,90625	143070635	5701
25,3984375	70	0	2	1281,625	50	428	25,4	85	13,71875	143070655	5206
26,5	71,2	0	2	1232,5	39	346	20,5	84	13,71875	143070655	7665
27,5	72	0	3	1025,125	71	519	30,8	84	13,71875	143070665	6039
28,59765625	70	0	3	1061,875	65	448	26,6	84	13,71875	143070665	5788
29,796875	71,2	0	3	1107,25	63	524	31,1	85	13,71875	143070680	5384
30,69921875	72,4	0	3	1141,625	67	550	32,65	85	13,71875	143070680	7765
31,796875	74,8	0	3	1179,875	63	553	32,8	85	13,71875	143070680	6054
32,8984375	77,2	0	3	1220,75	70	559	33,15	85	13,71875	143070705	5736
33,796875	75,6	0	3	1261,375	67	524	31,1	85	13,71875	143070705	5117
34,69921875	76	0	3	1296,25	59	546	32,4	85	13,71875	143070725	7642
35,59765625	79,6	0	3	1323,625	60	599	35,55	85	13,71875	143070725	6055
36,69921875	76,4	0	3	1374,625	57	630	37,4	85	13,71875	143070755	5855
37,3984375	74	0	3	1389,875	62	530	31,45	85	13,71875	143070755	5308
38,19921875	68,8	0	3	1401,5	43	417	24,75	85	13,71875	143070765	7743
38,5	77,6	0	4	1053,625	78	591	35,05	85	13,71875	143070765	6091
39,296875	77,2	0	4	1075,875	78	603	35,8	85	13,71875	143070765	5678
40	75,6	0	4	1093	72	556	33	85	13,71875	143070785	5282
40,796875	73,2	0	4	1117,125	73	574	34,05	85	13,71875	143070785	7866
41,5	75,2	0	4	1130,875	66	515	30,55	85	13,71875	143070820	6008
42	70,4	0	4	1140,75	59	489	29	85	13,71875	143070820	5855
42,296875	62	0	4	1157	44	385	22,85	85	13,71875	143070840	5397
42,19921875	62	0	4	1160,75	43	436	25,85	85	13,71875	143070840	7654
42,19921875	57,6	0	4	1156,25	35	277	16,4	85	13,71875	143070875	6082
41,69921875	53,2	0	4	1135,875	27	166	9,85	85	13,71875	143070875	5766
41,5	57,6	0	4	1133,25	35	286	16,95	85	13,71875	143070900	5511
41,59765625	59,2	0	4	1136,125	38	277	16,4	86	13,71875	143070900	7821
41,19921875	0	0	4	1125,625	0	0	0	86	13,71875	143070900	6051
40,3984375	0	0	4	1105	0	0	0	86	13,71875	143070910	5876
39,5	0	0	4	1078,625	0	0	0	86	13,71875	143070910	5473
38,796875	0	0	4	1061	0	0	0	86	13,71875	143070955	7810
38,09765625	0	0	4	1039,5	0	0	0	86	13,71875	143070955	6085
37,296875	0	0	4	1021,125	0	0	0	86	13,71875	143070965	5788
36,796875	0	0	4	1004,875	0	0	0	86	13,71875	143070965	5282
36,296875	0	0	4	992,25	0	0	0	86	13,71875	143070990	7754
35,69921875	0	0	4	976,375	0	0	0	86	13,71875	143070990	6045
35,296875	0	0	4	964,875	0	0	0	86	13,71875	143071020	5833
34,796875	0	0	4	949,25	0	0	0	86	13,71875	143071020	5346
34,3984375	0	0	4	939,75	0	0	0	86	13,71875	143071020	7844
34	0	0	4	929	0	0	0	86	13,71875	143071035	6160
33,69921875	0	0	4	922,25	0	0	0	86	13,71875	143071035	5788
33,3984375	0	0	4	912,375	0	0	0	86	13,71875	143071065	5435
33,09765625	0	0	4	902,125	0	0	0	86	13,71875	143071065	7832
32,69921875	0	0	4	894,625	0	0	0	86	13,71875	143071065	6088
32	0	0	4	1094,625	0	0	0	86	13,59375	143071085	5743
31,59765625	0	0	3	1174,5	0	0	0	86	13,59375	143071085	5435
31,19921875	0	0	3	1161	0	0	0	86	13,59375	143071095	7642
30,69921875	0	0	3	1144,125	0	0	0	86	13,59375	143071095	6110
30,296875	0	0	3	1126,875	0	0	0	86	13,59375	143071095	5809
29,796875	0	0	3	1107,5	0	0	0	86	13,59375	143071120	5409
29,5	0	0	3	1098	0	0	0	86	13,59375	143071120	7475
29	0	0	3	1076,75	0	0	0	86	13,59375	143071135	6016
28,59765625	0	0	3	1064,625	0	0	0	86	13,59375	143071135	5743
28,19921875	0	0	3	1047,75	0	0	0	86	13,59375	143071160	5626
27,69921875	0	0	3	1030,125	0	0	0	86	13,59375	143071160	7532
27,296875	0	0	3	1016,75	0	0	0	86	13,71875	143071175	6090
26,8984375	0	0	3	998,5	0	0	0	86	13,71875	143071175	5743
26,5	0	0	3	985,5	0	0	0	86	13,71875	143071175	5422
26,09765625	0	0	3	970,125	0	0	0	86	13,71875	143071190	7743
25,69921875	0	0	3	955,375	0	0	0	86	13,71875	143071190	6054
25,296875	0	0	3	940,875	0	0	0	86	13,71875	143071215	5809
24,796875	0	0	3	923,125	0	0	0	86	13,71875	143071215	5511
24,3984375	0	0	3	909,25	0	0	0	86	13,71875	143071220	7553
24	0	0	3	892,375	0	0	0	86	13,71875	143071220	6040
23,19921875	0	0	3	971,375	0	0	0	86	13,71875	143071250	5766
22,59765625	16,4	0	2	1146,75	0	0	0	86	13,71875	143071250	5448
22	30,8	0	2	1114,25	6	37	2,15	86	13,71875	143071250	7442
22,09765625	40,4	0	2	1117,875	14	100	5,9	86	13,71875	143071255	6105
22,296875	43,2	0	2	1130,25	17	127	7,5	86	13,71875	143071255	5921
22,69921875	46,8	0	2	1150,125	21	159	9,4	86	13,71875	143071265	5384
23,3984375	50,4	0	2	1183,75	25	192	11,4	86	13,71875	143071265	7709
24	52	0	2	1214,375	21	206	12,2	86	13,71875	143071285	6047
24,69921875	52	0	2	1255,625	25	212	12,55	86	13,71875	143071285	5786
25,09765625	50,4	0	2	1269	22	199	11,8	86	13,71875	143071300	5409
25,5	46,4	0	2	1064,875	18	134	7,95	86	13,71875	143071300	7731
26	39,2	0	3	966	18	128	7,6	86	13,71875	143071305	6153
26,296875	42,4	0	3	975,75	22	114	6,75	86	13,71875	143071305	5724
26,3984375	40	0	3	978,625	17	114	6,75	86	13,71875	143071305	5371
26,69921875	35,6	0	3	987,875	11	81	4,8	85	13,71875	143071335	7665
26,5	35,6	0	3	987,125	13	78	4,6	85	13,71875	143071335	6084
26,8984375	40	0	3	1004,375	16	123	7,3	85	13,71875	143071340	5724
27,09765625	44	0	3	1009,75	20	127	7,5	85	13,71875	143071340	5562
27,3984375	40,8	0	3	1020,25	18	125	7,4	85	13,71875	143071370	7844
27,5	42,4	0	3	1023,625	19	132	7,8	85	13,71875	143071370	6061
27,8984375	43,6	0	3	1036,125	20	145	8,6	85	13,71875	143071380	5943
28,09765625	42,4	0	3	1041,875	18	129	7,65	85	13,71875	143071380	5333
28,296875	40,4	0	3	1050,25	17	119	7,05	85	13,71875	143071380	7732
28,296875	34	0	3	1054,375	9	69	4,05	85	13,71875	143071395	6074
28,3984375	38,4	0	3	1040,125	14	86	5,1	85	13,71875	143071395	5853
28,69921875	40,8	0	3	1066,375	18	142	8,4	85	13,71875	143071420	5511
28,796875	41,2	0	3	1068	16	119	7,05	85	13,71875	143071420	7564
28,796875	38	0	3	1070	13	93	5,5	85	13,71875	143071435	6066
29	38,8	0	3	1082,5	13	101	5,95	85	13,71875	143071435	5721
28,796875	41,6	0	3	1077,125	16	113	6,7	85	13,71875	143071460	5422
28,69921875	38	0	3	1067,75	14	118	7	85	13,71875	143071460	7654
28,59765625	38,4	0	3	1066,25	14	97	5,75	85	13,71875	143071475	6068
28,09765625	43,2	0	3	1048,5	18	116	6,85	85	13,71875	143071475	5743
27,8984375	48	0	3	1038,25	24	144	8,55	85	13,71875	143071475	5743
27,8984375	51,2	0	3	1043,375	30	210	12,45	85	13,71875	143071480	7487
28	49,2	0	3	1043,125	27	195	11,55	85	13,71875	143071480	6099
28,19921875	50	0	3	1047,375	28	197	11,65	85	13,71875	143071505	5701
28,296875	48,4	0	3	1052,125	25	175	10,35	85	13,71875	143071505	5397
28,19921875	51,6	0	3	1045,5	27	184	10,9	85	13,71875	143071520	7900
28,5	54,8	102	3	1064,375	34	246	14,6	85	13,71875	143071520	6100
28,8984375	55,6	0	3	1073	34	237	14,05	85	13,71875	143071545	5814
29,296875	49,6	0	3	1093,5	26	179	10,6	85	13,71875	143071545	5320
29,8984375	40,8	0	3	1101,125	16	118	7	85	13,71875	143071545	7754
30,296875	52,8	0	3	1135,375	27	169	10	85	13,71875	143071560	6024
31,19921875	49,6	0	3	1163	24	215	12,75	85	13,71875	143071560	6024
31,09765625	0	0	3	1168,5	0	0	0	85	13,71875	143071570	5460
31	0	0	3	1153,125	0	0	0	85	13,71875	143071570	7564
30,69921875	0	0	3	1141	0	0	0	85	13,71875	143071605	6071
30,3984375	0	0	3	1130,75	0	0	0	85	13,71875	143071605	5766
30,19921875	0	0	3	1121,75	0	0	0	85	13,71875	143071610	5435
30	0	0	3	1116,125	0	0	0	85	13,71875	143071610	7609
29,8984375	0	0	3	1110,625	0	0	0	85	13,71875	143071610	6070
29,69921875	0	0	3	1104	0	0	0	85	13,71875	143071630	5722
29,69921875	0	0	3	1106,75	0	0	0	85	13,71875	143071630	5511
29,69921875	0	0	3	1104,75	0	0	0	85	13,71875	143071655	7654
29,796875	0	0	3	1109,25	0	0	0	85	13,71875	143071655	7654
30	0	0	3	1116,5	0	0	0	85	13,71875	143071670	5635
30	0	0	3	1115,125	0	0	0	85	13,71875	143071670	5601
30,09765625	0	0	3	1121,75	0	0	0	85	13,71875	143071695	7564
30,3984375	0	0	3	1129,75	0	0	0	85	13,71875	143071695	6091
30,5	0	0	3	1133,75	0	0	0	85	13,71875	143071695	5592
30,59765625	0	0	3	1139,625	0	0	0	85	13,71875	143071710	5715
30,3984375	0	0	3	1133,375	0	0	0	85	13,71875	143071710	7386
30,296875	0	0	3	1128,75	0	0	0	85	13,71875	143071720	6068
30	0	0	3	1116	0	0	0	85	13,71875	143071720	5922
29,59765625	0	0	3	1099,875	0	0	0	85	13,71875	143071755	5562
29,09765625	0	0	3	1085,25	0	0	0	85	13,71875	143071755	8122
27,69921875	0	9,2	3	1053,75	0	0	0	84	13,71875	143071765	5997
26,296875	0	8,4	3	973,375	0	0	0	84	13,71875	143071765	5789
23,796875	0	7,2	3	1214,125	0	0	0	84	13,71875	143071785	5613
20,69921875	0	6,8	2	1052,75	0	0	0	84	13,71875	143071785	7498
18,796875	0	0	2	953,75	0	0	0	84	13,71875	143071785	5997
17,8984375	0	0	2	907,75	0	0	0	84	13,71875	143071785	5789
17,09765625	0	0	2	866,75	0	0	0	84	13,71875	143071800	5613
16,296875	0	0	2	828,625	0	0	0	84	13,71875	143071800	7498
15,59765625	0	0	2	792,875	0	0	0	84	13,71875	143071810	5997
15	0	0	2	760,625	0	0	0	84	13,71875	143071810	5789
14,19921875	0	0	2	720,375	0	0	0	84	13,71875	143071820	5613
13,59765625	0	0	2	667,25	12	50	2,95	84	13,71875	143071820	7498
13	0	0	2	657,25	0	4	0,2	84	13,71875	143071830	6061
12,59765625	0	5,2	2	565	11	40	2,35	84	13,71875	143071830	5766
12,09765625	0	21,6	1	608,25	8	34	2	84	13,71875	143071840	5473
10,796875	0	28,4	1	585,875	11	42	2,45	84	13,71875	143071840	7698
8,8984375	0	32,8	1	606,375	10	39	2,3	84	13,71875	143071840	6063
6,19921875	0	102	1	599,25	10	39	2,3	83	13,71875	143071845	5855
4,09765625	0	29,2	1	602,625	10	38	2,25	83	13,71875	143071845	5473
2,19921875	0	29,6	1	603	9	38	2,25	83	13,71875	143071850	7698
0,796875	0	21,6	1	602,25	9	37	2,15	83	13,71875	143071850	7698
0,296875	0	32,4	1	598,75	10	38	2,25	83	13,71875	143071850	5767
0	0	33,6	1	599,125	10	40	2,35	83	13,71875	143071850	5435
0	0	34	1	602,125	10	39	2,3	84	13,71875	143071850	7642
0	0	31,2	1	601,125	10	39	2,3	84	13,71875	143071850	6061
0	0	21,6	1	599,625	10	39	2,3	84	13,71875	143071850	5767
0	0	16,4	1	598,75	10	41	2,4	84	13,71875	143071850	5435
0	0	0	1	600,375	10	40	2,35	84	13,71875	143071850	7642
0	0	0	1	599,625	11	42	2,45	84	13,71875	143071850	6058
0	0	0	1	600,5	10	41	2,4	84	13,71875	143071850	5767
0	0	0	1	600,75	10	38	2,25	84	13,71875	143071850	5435
0	0	0	1	600,625	10	38	2,25	84	13,71875	143071850	5435
0	0	0	1	598,875	10	39	2,3	84	13,90625	143071850	7631
0	0	0	1	601	10	39	2,3	84	13,90625	143071850	6065
0	0	0	1	600	10	39	2,3	84	13,90625	143071850	5767
0	0	0	1	598,875	10	39	2,3	84	13,90625	143071850	5435
0	0	0	0	0	0	0	0	0	0	0	0
